,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_4840_2,9,5,10,10,1,1,1,1,190,190,2,2
r_4840_3,8,20,90,170,1,2,2,1,160,50,2,1
r_4840_4,3,7,110,90,2,2,2,2,200,200,2,2
r_4840_5,15,16,130,90,2,1,2,1,50,160,1,2
r_4840_6,12,11,170,190,2,2,2,2,200,200,2,2
r_4840_7,21,0,70,70,1,2,1,2,180,50,1,2
r_4840_8,6,17,70,30,2,1,1,1,50,220,2,2
r_4840_9,14,10,70,10,2,1,1,1,50,240,2,2
r_4840_10,4,19,70,150,2,2,2,1,200,200,2,1
r_4841_0,8,17,90,110,1,2,2,2,160,50,2,2
r_4841_1,10,11,170,170,2,2,2,2,200,200,2,2
r_4841_2,21,14,30,10,1,1,1,1,170,190,2,2
r_4841_3,6,2,150,170,2,2,2,2,200,200,2,2
r_4841_4,4,12,90,10,2,1,1,2,50,240,2,1
r_4841_5,20,7,70,10,1,2,1,2,180,50,1,2
r_4841_6,0,5,110,170,2,2,2,2,200,200,2,2
r_4841_7,15,9,150,10,2,1,1,2,50,240,2,1
r_4841_8,16,3,10,70,1,2,1,1,240,50,1,1
r_4841_9,13,18,10,110,1,2,2,1,240,50,2,1
r_4841_10,1,19,90,110,1,2,1,2,160,50,1,2
r_4842_0,16,11,30,150,1,2,2,1,220,50,2,1
r_4842_1,15,5,110,130,2,2,2,2,200,200,2,2
r_4842_2,21,9,90,190,1,2,2,1,160,50,2,1
r_4842_3,17,7,130,90,2,2,2,2,200,200,2,2
r_4842_4,19,18,130,170,2,2,2,2,200,200,2,2
r_4842_5,6,3,130,30,2,1,1,2,50,220,2,1
r_4842_6,13,8,170,110,2,2,2,2,200,200,2,2
r_4842_7,12,14,70,50,2,1,1,2,50,200,2,1
r_4842_8,20,4,190,90,2,2,1,2,200,200,1,2
r_4842_9,10,0,10,50,1,2,1,1,240,50,1,1
r_4842_10,1,2,10,150,1,2,2,1,240,50,2,1
r_4843_0,10,4,150,70,2,2,1,2,200,200,1,2
r_4843_1,21,15,30,150,1,2,2,1,220,50,2,1
r_4843_2,2,19,170,130,2,2,2,2,200,200,2,2
r_4843_3,6,7,90,10,2,2,1,2,200,200,1,2
r_4843_4,5,8,190,190,2,2,2,2,200,200,2,2
r_4843_5,0,20,90,190,2,2,2,1,200,200,2,1
r_4843_6,14,12,10,130,1,2,2,1,240,50,2,1
r_4843_7,18,1,130,110,2,1,2,1,50,140,1,2
r_4843_8,3,9,50,170,2,2,2,1,200,200,2,1
r_4843_9,13,11,30,150,1,2,2,1,220,50,2,1
r_4843_10,16,17,110,10,1,1,1,2,90,190,2,1
r_4844_0,16,14,50,50,1,1,1,1,150,150,2,2
r_4844_1,18,19,170,130,2,2,2,2,200,200,2,2
r_4844_2,17,4,50,170,1,2,2,2,200,50,2,2
r_4844_3,0,21,90,50,2,1,2,1,50,200,1,2
r_4844_4,12,20,130,70,2,1,2,2,50,180,1,1
r_4844_5,7,2,150,190,2,2,2,2,200,200,2,2
r_4844_6,1,5,110,110,1,2,1,2,140,50,1,2
r_4844_7,9,3,50,170,1,2,2,2,200,50,2,2
r_4844_8,8,10,50,90,1,1,1,1,150,110,2,2
r_4844_9,13,11,110,150,2,2,2,2,200,200,2,2
r_4844_10,6,15,30,150,2,2,2,1,200,200,2,1
r_4845_0,0,20,10,50,1,1,2,1,190,150,1,2
r_4845_1,9,6,170,190,2,2,2,2,200,200,2,2
r_4845_2,18,5,150,10,2,1,1,2,50,240,2,1
r_4845_3,1,21,70,170,2,2,2,1,200,200,2,1
r_4845_4,11,7,50,130,1,2,2,2,200,50,2,2
r_4845_5,10,2,170,170,2,2,2,2,200,200,2,2
r_4845_6,8,14,90,50,1,1,1,2,110,150,2,1
r_4845_7,12,19,150,50,2,1,1,2,50,200,2,1
r_4845_8,4,17,150,130,2,2,1,2,200,200,1,2
r_4845_9,16,13,110,30,1,1,1,2,90,170,2,1
r_4845_10,15,3,10,30,1,1,1,1,190,170,2,2
r_4846_0,1,5,50,130,1,2,1,2,200,50,1,2
r_4846_1,13,4,10,50,1,2,1,1,240,50,1,1
r_4846_2,20,10,70,190,1,2,2,1,180,50,2,1
r_4846_3,11,9,110,50,2,1,2,2,50,200,1,1
r_4846_4,12,2,10,50,1,1,1,1,190,150,2,2
r_4846_5,6,15,30,90,2,2,2,1,200,200,2,1
r_4846_6,21,7,30,10,1,2,1,2,220,50,1,2
r_4846_7,17,19,150,110,2,2,2,2,200,200,2,2
r_4846_8,18,3,110,110,2,2,2,2,200,200,2,2
r_4846_9,0,16,150,90,2,1,2,2,50,160,1,1
r_4846_10,8,14,30,50,1,1,1,1,170,150,2,2
r_4847_0,8,2,10,130,1,2,2,1,240,50,2,1
r_4847_1,17,19,170,30,2,1,1,2,50,220,2,1
r_4847_2,9,10,50,90,1,1,1,1,150,110,2,2
r_4847_3,16,0,70,10,1,1,1,2,130,190,2,1
r_4847_4,11,20,30,70,1,1,2,1,170,130,1,2
r_4847_5,14,21,110,30,2,1,1,2,50,220,2,1
r_4847_6,12,1,110,130,2,1,2,1,50,120,1,2
r_4847_7,4,7,190,10,2,2,1,2,200,200,1,2
r_4847_8,5,6,190,70,2,2,2,2,200,200,2,2
r_4847_9,3,18,150,190,2,2,2,2,200,200,2,2
r_4847_10,15,13,90,110,2,2,2,2,200,200,2,2
r_4848_0,11,9,170,50,2,1,2,2,50,200,1,1
r_4848_1,0,4,30,70,2,2,2,2,200,200,2,2
r_4848_2,16,14,10,190,1,2,2,1,240,50,2,1
r_4848_3,7,18,150,30,2,1,2,2,50,220,1,1
r_4848_4,19,2,70,110,2,2,2,2,200,200,2,2
r_4848_5,20,13,170,30,2,1,1,2,50,220,2,1
r_4848_6,3,21,50,10,2,1,1,1,50,240,2,2
r_4848_7,6,12,50,110,1,2,2,1,200,50,2,1
r_4848_8,15,10,30,130,1,2,2,2,220,50,2,2
r_4848_9,1,8,110,150,1,2,2,2,140,50,2,2
r_4848_10,17,5,50,90,1,2,2,2,200,50,2,2
r_4849_0,15,7,190,130,2,2,2,2,200,200,2,2
r_4849_1,6,1,130,50,2,1,1,1,50,200,2,2
r_4849_2,10,2,30,30,2,1,2,1,50,220,1,2
r_4849_3,13,3,110,170,2,2,2,2,200,200,2,2
r_4849_4,17,20,90,50,1,1,1,1,110,150,2,2
r_4849_5,11,21,90,70,2,1,2,1,50,180,1,2
r_4849_6,12,18,10,90,1,1,2,1,190,110,1,2
r_4849_7,4,14,30,150,1,2,2,1,220,50,2,1
r_4849_8,16,9,130,70,1,1,1,2,70,130,2,1
r_4849_9,19,0,10,110,1,2,2,1,240,50,2,1
r_4849_10,8,5,110,10,2,1,1,2,50,240,2,1
r_4850_0,0,5,90,150,2,2,2,2,200,200,2,2
r_4850_1,12,19,170,50,2,1,1,2,50,200,2,1
r_4850_2,14,21,30,90,1,1,2,1,170,110,1,2
r_4850_3,13,9,110,50,2,1,1,2,50,200,2,1
r_4850_4,10,7,50,170,1,2,2,2,200,50,2,2
r_4850_5,3,15,10,30,1,1,1,1,190,170,2,2
r_4850_6,16,11,190,10,2,1,1,2,50,240,2,1
r_4850_7,4,1,70,110,2,1,2,2,50,140,1,1
r_4850_8,2,18,150,90,2,1,2,2,50,160,1,1
r_4850_9,20,8,70,130,1,2,2,1,180,50,2,1
r_4850_10,6,17,190,10,2,1,1,2,50,240,2,1
r_4851_0,21,14,70,10,1,1,1,2,130,190,2,1
r_4851_1,17,2,150,190,2,2,2,2,200,200,2,2
r_4851_2,18,12,190,130,2,2,2,2,200,200,2,2
r_4851_3,1,5,150,30,2,1,2,2,50,220,1,1
r_4851_4,13,9,130,190,2,2,2,2,200,200,2,2
r_4851_5,19,3,90,130,2,2,2,2,200,200,2,2
r_4851_6,10,6,90,110,1,2,2,2,160,50,2,2
r_4851_7,11,4,150,50,2,2,2,2,200,200,2,2
r_4851_8,20,0,10,110,1,2,1,1,240,50,1,1
r_4851_9,16,8,50,110,1,2,1,1,200,50,1,1
r_4851_10,15,7,30,190,1,2,2,2,220,50,2,2
r_4852_0,2,3,170,150,2,2,2,2,200,200,2,2
r_4852_1,11,7,90,130,2,2,2,2,200,200,2,2
r_4852_2,8,4,130,10,2,1,1,1,50,240,2,2
r_4852_3,1,6,30,130,1,2,1,1,220,50,1,1
r_4852_4,19,10,130,50,2,1,1,2,50,200,2,1
r_4852_5,0,12,150,170,2,2,2,2,200,200,2,2
r_4852_6,14,17,30,110,1,2,2,1,220,50,2,1
r_4852_7,21,16,170,70,2,1,1,2,50,180,2,1
r_4852_8,20,9,150,90,2,1,1,2,50,160,2,1
r_4852_9,5,15,170,30,2,1,1,2,50,220,2,1
r_4852_10,13,18,70,150,1,2,2,1,180,50,2,1
r_4853_0,6,11,150,130,2,2,2,2,200,200,2,2
r_4853_1,2,9,190,130,2,2,2,2,200,200,2,2
r_4853_2,3,12,110,110,2,2,2,2,200,200,2,2
r_4853_3,4,1,130,170,1,2,2,1,120,50,2,1
r_4853_4,13,5,170,110,2,2,2,2,200,200,2,2
r_4853_5,17,7,70,10,1,2,1,2,180,50,1,2
r_4853_6,19,20,10,110,1,1,2,1,190,90,1,2
r_4853_7,21,15,130,130,2,2,2,2,200,200,2,2
r_4853_8,0,10,90,90,2,1,2,1,50,160,1,2
r_4853_9,18,16,130,50,2,1,1,1,50,200,2,2
r_4853_10,8,14,70,30,1,1,1,2,130,170,2,1
r_4854_0,0,19,90,50,2,1,2,2,50,200,1,1
r_4854_1,5,12,10,90,1,2,2,1,240,50,2,1
r_4854_2,13,7,10,70,1,2,1,1,240,50,1,1
r_4854_3,16,8,50,190,1,2,2,1,200,50,2,1
r_4854_4,2,17,10,130,1,2,2,1,240,50,2,1
r_4854_5,21,1,150,150,2,2,2,2,200,200,2,2
r_4854_6,3,6,70,70,2,2,2,2,200,200,2,2
r_4854_7,11,10,150,170,2,2,2,2,200,200,2,2
r_4854_8,20,14,110,150,1,2,2,2,140,50,2,2
r_4854_9,15,18,70,150,2,2,2,1,200,200,2,1
r_4854_10,9,4,150,90,2,2,1,2,200,200,1,2
r_4855_0,3,19,170,10,2,1,1,2,50,240,2,1
r_4855_1,18,6,10,50,1,1,1,1,190,150,2,2
r_4855_2,4,2,50,170,2,2,2,1,200,200,2,1
r_4855_3,14,0,10,130,1,2,2,1,240,50,2,1
r_4855_4,15,1,110,50,2,1,1,1,50,200,2,2
r_4855_5,12,13,30,30,1,1,1,1,170,170,2,2
r_4855_6,8,16,70,90,1,1,1,1,130,110,2,2
r_4855_7,21,7,90,150,1,2,2,2,160,50,2,2
r_4855_8,17,20,70,170,1,2,2,1,180,50,2,1
r_4855_9,11,9,170,50,2,1,2,2,50,200,1,1
r_4855_10,10,5,30,30,2,1,2,1,50,220,1,2
r_4856_0,12,8,110,150,2,2,2,2,200,200,2,2
r_4856_1,13,5,170,30,2,1,1,2,50,220,2,1
r_4856_2,9,10,170,70,2,1,1,2,50,180,2,1
r_4856_3,15,2,110,190,2,2,2,2,200,200,2,2
r_4856_4,6,0,170,110,2,2,2,2,200,200,2,2
r_4856_5,7,19,170,10,2,1,1,2,50,240,2,1
r_4856_6,14,16,130,50,2,1,1,1,50,200,2,2
r_4856_7,4,17,30,10,1,1,1,1,170,190,2,2
r_4856_8,18,1,90,70,1,2,1,1,160,50,1,1
r_4856_9,11,20,30,190,1,2,2,1,220,50,2,1
r_4856_10,3,21,70,110,2,1,2,1,50,140,1,2
r_4857_0,18,12,170,90,2,2,1,2,200,200,1,2
r_4857_1,1,20,10,170,1,2,2,1,240,50,2,1
r_4857_2,15,4,170,110,2,2,2,2,200,200,2,2
r_4857_3,19,6,130,150,2,2,2,2,200,200,2,2
r_4857_4,5,21,150,70,2,1,2,2,50,180,1,1
r_4857_5,2,9,30,90,1,1,2,1,170,110,1,2
r_4857_6,0,7,130,150,2,2,2,2,200,200,2,2
r_4857_7,14,10,30,90,1,1,2,2,170,110,1,1
r_4857_8,11,3,30,30,1,1,1,1,170,170,2,2
r_4857_9,17,8,90,30,1,1,1,1,110,170,2,2
r_4857_10,16,13,170,10,2,1,1,2,50,240,2,1
r_4858_0,2,4,170,190,2,2,2,2,200,200,2,2
r_4858_1,17,1,50,130,1,1,2,2,150,70,1,1
r_4858_2,10,7,30,70,2,2,1,2,200,200,1,2
r_4858_3,18,21,10,90,1,1,1,1,190,110,2,2
r_4858_4,11,3,50,150,1,2,2,2,200,50,2,2
r_4858_5,0,19,110,130,2,2,2,2,200,200,2,2
r_4858_6,6,5,170,130,2,2,2,2,200,200,2,2
r_4858_7,15,14,10,50,1,1,1,1,190,150,2,2
r_4858_8,16,9,50,130,1,2,1,1,200,50,1,1
r_4858_9,13,12,30,30,1,1,1,1,170,170,2,2
r_4858_10,20,8,170,10,2,1,1,2,50,240,2,1
r_4859_0,20,15,190,150,2,2,2,2,200,200,2,2
r_4859_1,7,5,110,130,2,2,2,2,200,200,2,2
r_4859_2,3,10,170,170,2,2,2,2,200,200,2,2
r_4859_3,19,11,170,50,2,1,1,2,50,200,2,1
r_4859_4,16,9,190,130,2,2,1,2,200,200,1,2
r_4859_5,13,18,190,90,2,1,2,2,50,160,1,1
r_4859_6,1,0,110,50,1,2,2,2,140,50,2,2
r_4859_7,14,8,90,50,2,1,1,1,50,200,2,2
r_4859_8,21,6,30,110,1,2,2,1,220,50,2,1
r_4859_9,17,4,150,130,2,1,2,2,50,120,1,1
r_4859_10,2,12,30,190,1,2,2,1,220,50,2,1
r_4860_0,14,5,70,110,2,2,2,2,200,200,2,2
r_4860_1,10,12,90,30,1,1,2,2,110,170,1,1
r_4860_2,19,0,110,50,2,2,1,2,200,200,1,2
r_4860_3,16,9,50,170,1,2,2,1,200,50,2,1
r_4860_4,3,21,150,130,2,2,2,2,200,200,2,2
r_4860_5,20,13,190,150,2,2,2,2,200,200,2,2
r_4860_6,15,8,110,130,2,2,2,2,200,200,2,2
r_4860_7,4,7,110,90,2,2,2,2,200,200,2,2
r_4860_8,11,1,30,30,1,1,1,2,170,170,2,1
r_4860_9,17,18,70,10,1,1,1,1,130,190,2,2
r_4860_10,2,6,70,150,1,2,2,2,180,50,2,2
r_4861_0,17,20,170,70,2,1,1,2,50,180,2,1
r_4861_1,19,4,70,150,2,2,2,2,200,200,2,2
r_4861_2,11,6,170,170,2,2,2,2,200,200,2,2
r_4861_3,7,8,50,70,2,1,2,1,50,180,1,2
r_4861_4,18,3,170,190,2,2,2,2,200,200,2,2
r_4861_5,16,15,110,90,1,2,1,2,140,50,1,2
r_4861_6,14,0,50,130,1,2,2,2,200,50,2,2
r_4861_7,9,5,130,90,2,2,1,2,200,200,1,2
r_4861_8,12,13,30,150,1,2,2,1,220,50,2,1
r_4861_9,10,2,90,130,1,2,2,2,160,50,2,2
r_4861_10,1,21,90,150,1,2,2,1,160,50,2,1
r_4862_0,5,3,90,30,2,1,1,2,50,220,2,1
r_4862_1,7,11,190,150,2,2,2,2,200,200,2,2
r_4862_2,16,14,190,10,2,1,1,2,50,240,2,1
r_4862_3,15,0,130,190,2,2,2,2,200,200,2,2
r_4862_4,21,19,30,110,1,2,2,1,220,50,2,1
r_4862_5,10,18,10,90,1,1,1,1,190,110,2,2
r_4862_6,4,2,50,150,2,2,2,1,200,200,2,1
r_4862_7,13,12,190,110,2,2,2,2,200,200,2,2
r_4862_8,20,6,130,10,2,2,1,2,200,200,1,2
r_4862_9,17,9,30,170,1,2,2,1,220,50,2,1
r_4862_10,8,1,110,150,2,2,2,1,200,200,2,1
r_4863_0,5,16,130,10,2,1,1,1,50,240,2,2
r_4863_1,15,11,70,170,2,2,2,2,200,200,2,2
r_4863_2,18,8,30,170,1,2,2,1,220,50,2,1
r_4863_3,6,1,10,170,2,2,2,2,200,200,2,2
r_4863_4,4,20,50,30,2,1,2,1,50,220,1,2
r_4863_5,19,3,50,110,1,2,2,2,200,50,2,2
r_4863_6,12,7,90,30,2,1,1,2,50,220,2,1
r_4863_7,2,9,150,190,2,2,2,2,200,200,2,2
r_4863_8,17,21,50,150,1,2,2,1,200,50,2,1
r_4863_9,0,10,90,70,2,1,2,1,50,180,1,2
r_4863_10,13,14,190,170,2,2,2,2,200,200,2,2
r_4864_0,10,6,70,10,1,2,1,2,180,50,1,2
r_4864_1,19,0,30,90,1,2,2,2,220,50,2,2
r_4864_2,14,9,150,10,2,1,1,2,50,240,2,1
r_4864_3,17,13,90,30,1,1,1,2,110,170,2,1
r_4864_4,12,3,110,70,2,2,2,2,200,200,2,2
r_4864_5,20,1,90,190,1,2,2,1,160,50,2,1
r_4864_6,15,4,130,150,2,2,2,1,200,200,2,1
r_4864_7,5,11,170,110,2,2,2,2,200,200,2,2
r_4864_8,21,7,170,10,2,2,1,2,200,200,1,2
r_4864_9,18,2,130,90,2,2,1,2,200,200,1,2
r_4864_10,8,16,130,150,2,2,2,1,200,200,2,1
r_4865_0,14,17,70,70,2,1,2,1,50,180,1,2
r_4865_1,5,4,10,150,1,2,2,1,240,50,2,1
r_4865_2,20,16,150,190,2,2,2,2,200,200,2,2
r_4865_3,9,3,70,150,1,2,2,2,180,50,2,2
r_4865_4,1,8,190,170,2,2,2,2,200,200,2,2
r_4865_5,15,13,10,10,1,1,1,1,190,190,2,2
r_4865_6,18,6,110,150,2,2,2,2,200,200,2,2
r_4865_7,7,21,50,70,2,1,2,1,50,180,1,2
r_4865_8,10,19,70,30,1,1,2,1,130,170,1,2
r_4865_9,0,2,70,110,2,2,2,2,200,200,2,2
r_4865_10,11,12,190,50,2,1,2,2,50,200,1,1
r_4866_0,1,20,90,150,1,2,2,1,160,50,2,1
r_4866_1,21,14,150,10,2,1,1,2,50,240,2,1
r_4866_2,13,19,10,30,1,1,1,1,190,170,2,2
r_4866_3,16,8,90,150,1,2,2,1,160,50,2,1
r_4866_4,4,9,50,30,2,1,2,1,50,220,1,2
r_4866_5,3,10,10,70,1,1,2,1,190,130,1,2
r_4866_6,15,17,170,30,2,1,1,2,50,220,2,1
r_4866_7,12,6,70,190,2,2,2,2,200,200,2,2
r_4866_8,0,2,90,170,2,2,2,2,200,200,2,2
r_4866_9,11,18,90,150,2,2,2,1,200,200,2,1
r_4866_10,5,7,150,170,2,2,2,2,200,200,2,2
r_4867_0,5,18,110,170,2,2,2,2,200,200,2,2
r_4867_1,13,21,150,70,2,1,1,2,50,180,2,1
r_4867_2,0,1,70,190,2,2,2,2,200,200,2,2
r_4867_3,15,20,150,150,2,2,2,2,200,200,2,2
r_4867_4,19,16,30,50,1,1,1,1,170,150,2,2
r_4867_5,17,4,10,90,1,2,2,1,240,50,2,1
r_4867_6,11,8,130,30,2,1,1,2,50,220,2,1
r_4867_7,6,9,190,110,2,2,2,2,200,200,2,2
r_4867_8,14,10,50,50,1,1,1,1,150,150,2,2
r_4867_9,3,7,90,90,2,2,2,2,200,200,2,2
r_4867_10,12,2,70,150,2,2,2,2,200,200,2,2
r_4868_0,11,1,110,50,2,1,2,1,50,200,1,2
r_4868_1,0,19,10,130,1,2,2,1,240,50,2,1
r_4868_2,12,10,90,70,2,1,2,1,50,180,1,2
r_4868_3,14,4,170,170,2,2,2,2,200,200,2,2
r_4868_4,9,8,170,170,2,2,2,2,200,200,2,2
r_4868_5,7,16,150,110,2,1,2,2,50,140,1,1
r_4868_6,20,5,130,10,2,1,1,2,50,240,2,1
r_4868_7,18,2,110,90,2,2,1,2,200,200,1,2
r_4868_8,21,15,10,30,1,1,1,1,190,170,2,2
r_4868_9,17,6,110,10,2,2,1,2,200,200,1,2
r_4868_10,13,3,10,10,1,1,1,1,190,190,2,2
r_4869_0,11,15,10,30,1,1,1,1,190,170,2,2
r_4869_1,3,10,110,30,2,2,1,2,200,200,1,2
r_4869_2,2,19,30,110,1,2,2,1,220,50,2,1
r_4869_3,17,5,130,170,2,2,2,2,200,200,2,2
r_4869_4,1,0,170,30,2,2,2,2,200,200,2,2
r_4869_5,12,20,30,70,1,1,2,1,170,130,1,2
r_4869_6,4,8,50,190,2,2,2,1,200,200,2,1
r_4869_7,13,18,10,30,1,1,1,1,190,170,2,2
r_4869_8,21,7,90,130,1,2,2,2,160,50,2,2
r_4869_9,14,16,110,170,2,2,2,1,200,200,2,1
r_4869_10,9,6,30,170,1,2,2,1,220,50,2,1
r_4870_0,18,19,190,70,2,2,1,2,200,200,1,2
r_4870_1,13,11,130,150,2,2,2,2,200,200,2,2
r_4870_2,9,6,70,150,1,2,2,2,180,50,2,2
r_4870_3,12,21,130,30,2,1,1,2,50,220,2,1
r_4870_4,0,17,110,170,2,2,2,2,200,200,2,2
r_4870_5,15,3,170,150,2,2,2,2,200,200,2,2
r_4870_6,20,5,90,190,1,2,2,2,160,50,2,2
r_4870_7,2,10,10,110,1,2,2,1,240,50,2,1
r_4870_8,4,14,90,170,2,2,2,2,200,200,2,2
r_4870_9,16,8,130,130,1,2,1,2,120,50,1,2
r_4870_10,7,1,10,150,2,2,2,2,200,200,2,2
r_4871_0,21,9,30,70,1,1,1,1,170,130,2,2
r_4871_1,7,17,190,110,2,2,2,2,200,200,2,2
r_4871_2,11,2,110,70,2,1,2,2,50,180,1,1
r_4871_3,20,8,150,10,2,1,1,2,50,240,2,1
r_4871_4,5,3,190,50,2,2,2,2,200,200,2,2
r_4871_5,19,15,70,10,2,1,1,2,50,240,2,1
r_4871_6,4,6,190,110,2,2,2,2,200,200,2,2
r_4871_7,1,14,150,50,2,1,2,2,50,200,1,1
r_4871_8,13,0,110,30,2,2,1,2,200,200,1,2
r_4871_9,10,12,90,30,1,1,2,2,110,170,1,1
r_4871_10,16,18,130,130,1,2,1,2,120,50,1,2
r_4872_0,14,1,130,130,2,1,2,1,50,120,1,2
r_4872_1,9,15,150,170,2,2,2,2,200,200,2,2
r_4872_2,18,2,90,190,1,2,2,2,160,50,2,2
r_4872_3,3,21,50,90,2,1,2,1,50,160,1,2
r_4872_4,4,8,110,170,2,2,2,2,200,200,2,2
r_4872_5,11,13,130,170,2,2,2,2,200,200,2,2
r_4872_6,6,20,10,70,2,1,2,1,50,180,1,2
r_4872_7,17,10,130,70,2,1,1,2,50,180,2,1
r_4872_8,12,7,30,90,1,2,2,2,220,50,2,2
r_4872_9,19,16,170,70,2,1,1,2,50,180,2,1
r_4872_10,5,0,110,170,2,2,2,2,200,200,2,2
r_4873_0,20,18,150,70,2,1,1,2,50,180,2,1
r_4873_1,12,14,170,70,2,2,2,2,200,200,2,2
r_4873_2,11,1,150,70,2,2,2,2,200,200,2,2
r_4873_3,2,0,130,90,2,2,2,2,200,200,2,2
r_4873_4,17,3,190,10,2,1,1,2,50,240,2,1
r_4873_5,10,16,50,150,1,2,2,1,200,50,2,1
r_4873_6,7,9,50,30,2,1,2,1,50,220,1,2
r_4873_7,6,5,150,50,2,2,1,2,200,200,1,2
r_4873_8,15,13,70,170,2,2,2,1,200,200,2,1
r_4873_9,8,4,50,170,1,2,2,2,200,50,2,2
r_4873_10,19,21,50,150,1,2,2,1,200,50,2,1
r_4874_0,18,6,170,130,2,2,2,2,200,200,2,2
r_4874_1,7,2,70,150,2,2,2,2,200,200,2,2
r_4874_2,19,14,30,30,1,1,1,1,170,170,2,2
r_4874_3,15,16,70,90,2,1,2,1,50,160,1,2
r_4874_4,20,5,150,150,2,2,2,2,200,200,2,2
r_4874_5,3,17,30,150,1,2,2,1,220,50,2,1
r_4874_6,4,0,70,130,2,2,1,2,200,200,1,2
r_4874_7,12,9,170,90,2,1,2,2,50,160,1,1
r_4874_8,11,13,190,50,2,1,2,2,50,200,1,1
r_4874_9,1,8,110,170,1,2,2,2,140,50,2,2
r_4874_10,10,21,10,110,1,1,2,1,190,90,1,2
r_4875_0,12,14,150,90,2,2,2,2,200,200,2,2
r_4875_1,11,13,130,170,2,2,2,2,200,200,2,2
r_4875_2,2,19,170,10,2,1,1,2,50,240,2,1
r_4875_3,3,9,90,170,2,2,2,1,200,200,2,1
r_4875_4,17,18,10,70,1,1,1,1,190,130,2,2
r_4875_5,0,7,130,110,2,2,2,2,200,200,2,2
r_4875_6,20,10,70,50,1,1,1,1,130,150,2,2
r_4875_7,4,16,190,110,2,1,2,2,50,140,1,1
r_4875_8,15,1,150,10,2,1,1,2,50,240,2,1
r_4875_9,21,8,90,30,1,1,1,1,110,170,2,2
r_4875_10,5,6,90,70,2,2,2,2,200,200,2,2
r_4876_0,12,0,30,10,1,1,1,2,170,190,2,1
r_4876_1,4,7,10,170,1,2,2,1,240,50,2,1
r_4876_2,17,21,150,150,2,2,2,2,200,200,2,2
r_4876_3,6,9,130,70,2,1,2,2,50,180,1,1
r_4876_4,18,5,130,90,2,2,1,2,200,200,1,2
r_4876_5,2,13,70,170,1,2,2,1,180,50,2,1
r_4876_6,10,3,70,90,1,2,1,2,180,50,1,2
r_4876_7,15,1,170,170,2,2,2,2,200,200,2,2
r_4876_8,8,14,90,90,1,2,1,2,160,50,1,2
r_4876_9,11,19,10,190,1,2,2,1,240,50,2,1
r_4876_10,16,20,190,170,2,2,2,2,200,200,2,2
r_4877_0,8,13,90,30,1,1,1,2,110,170,2,1
r_4877_1,11,14,30,190,1,2,2,1,220,50,2,1
r_4877_2,16,0,10,30,1,2,1,1,240,50,1,1
r_4877_3,6,5,30,30,2,1,1,1,50,220,2,2
r_4877_4,7,12,190,170,2,2,2,2,200,200,2,2
r_4877_5,2,15,150,90,2,2,2,2,200,200,2,2
r_4877_6,20,1,190,10,2,1,1,2,50,240,2,1
r_4877_7,17,3,130,150,2,2,2,2,200,200,2,2
r_4877_8,18,9,190,70,2,1,1,2,50,180,2,1
r_4877_9,10,19,30,110,2,2,2,1,200,200,2,1
r_4877_10,4,21,190,150,2,2,2,2,200,200,2,2
r_4878_0,18,8,30,110,1,2,2,1,220,50,2,1
r_4878_1,19,14,190,150,2,2,2,2,200,200,2,2
r_4878_2,3,0,70,10,2,1,1,2,50,240,2,1
r_4878_3,6,16,30,170,2,2,2,1,200,200,2,1
r_4878_4,10,20,10,50,1,1,1,1,190,150,2,2
r_4878_5,2,21,150,90,2,1,2,2,50,160,1,1
r_4878_6,13,5,30,170,1,2,2,1,220,50,2,1
r_4878_7,17,12,150,170,2,2,2,2,200,200,2,2
r_4878_8,9,11,10,190,1,2,2,1,240,50,2,1
r_4878_9,4,1,130,110,1,1,2,1,70,90,1,2
r_4878_10,15,7,50,130,1,2,2,2,200,50,2,2
r_4879_0,18,16,50,90,1,1,1,1,150,110,2,2
r_4879_1,9,11,130,50,2,1,1,2,50,200,2,1
r_4879_2,12,13,150,190,2,2,2,2,200,200,2,2
r_4879_3,5,7,70,150,2,2,2,2,200,200,2,2
r_4879_4,17,8,70,170,1,2,2,1,180,50,2,1
r_4879_5,14,10,110,170,2,2,2,2,200,200,2,2
r_4879_6,3,6,30,10,1,2,1,1,220,50,1,1
r_4879_7,4,20,150,170,2,2,2,2,200,200,2,2
r_4879_8,19,0,130,170,2,2,2,2,200,200,2,2
r_4879_9,1,21,70,70,2,1,2,1,50,180,1,2
r_4879_10,2,15,130,10,2,1,1,2,50,240,2,1
r_4880_0,5,0,170,150,2,2,2,2,200,200,2,2
r_4880_1,12,11,90,10,2,1,1,2,50,240,2,1
r_4880_2,15,18,30,30,1,1,1,1,170,170,2,2
r_4880_3,2,9,150,150,2,2,2,2,200,200,2,2
r_4880_4,20,13,30,130,1,2,2,1,220,50,2,1
r_4880_5,21,6,10,190,1,2,2,1,240,50,2,1
r_4880_6,7,10,30,30,1,2,2,2,220,50,2,2
r_4880_7,1,16,30,190,1,2,2,1,220,50,2,1
r_4880_8,14,17,130,130,2,2,2,2,200,200,2,2
r_4880_9,3,4,190,170,2,2,2,2,200,200,2,2
r_4880_10,8,19,10,150,1,2,2,1,240,50,2,1
