,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_41_4,0,8,170,190,2,2,2,2,200,200,2,2
r_41_5,3,10,30,50,1,1,2,2,170,150,1,1
r_41_6,9,20,70,130,1,2,2,1,180,50,2,1
r_41_7,5,18,170,130,2,2,2,2,200,200,2,2
r_41_8,17,14,30,30,1,1,1,1,170,170,2,2
r_41_9,4,11,90,150,2,2,2,2,200,200,2,2
r_41_10,15,12,30,70,1,2,2,1,220,50,2,1
r_42_0,18,19,50,150,1,2,2,1,200,50,2,1
r_42_1,21,11,170,90,2,2,1,2,200,200,1,2
r_42_2,9,17,10,150,1,2,2,1,240,50,2,1
r_42_3,2,14,30,30,1,1,1,1,170,170,2,2
r_42_4,10,12,170,190,2,2,2,2,200,200,2,2
r_42_5,1,3,190,10,2,1,2,2,50,240,1,1
r_42_6,5,6,170,70,2,2,2,2,200,200,2,2
r_42_7,0,7,50,170,2,2,2,2,200,200,2,2
r_42_8,4,15,70,130,2,2,1,2,200,200,1,2
r_42_9,13,20,110,190,2,2,2,1,200,200,2,1
r_42_10,16,8,190,90,2,1,1,2,50,160,2,1
r_43_0,13,16,130,170,2,2,2,1,200,200,2,1
r_43_1,11,18,130,30,2,1,1,2,50,220,2,1
r_43_2,9,12,70,30,1,1,1,2,130,170,2,1
r_43_3,6,14,90,10,2,1,1,2,50,240,2,1
r_43_4,20,19,190,190,2,2,2,2,200,200,2,2
r_43_5,5,10,110,90,2,1,2,2,50,160,1,1
r_43_6,4,7,150,190,2,2,2,2,200,200,2,2
r_43_7,15,2,30,130,1,2,2,1,220,50,2,1
r_43_8,17,0,90,10,1,1,1,2,110,190,2,1
r_43_9,8,21,190,190,2,2,2,2,200,200,2,2
r_43_10,1,3,30,170,1,2,2,1,220,50,2,1
r_44_0,5,0,190,170,2,2,2,2,200,200,2,2
r_44_1,20,7,10,130,1,2,2,1,240,50,2,1
r_44_2,1,4,130,50,1,2,2,1,120,50,2,1
r_44_3,9,13,70,30,1,1,1,1,130,170,2,2
r_44_4,16,18,190,50,2,1,1,2,50,200,2,1
r_44_5,17,3,30,130,1,2,2,1,220,50,2,1
r_44_6,19,8,110,10,2,1,1,2,50,240,2,1
r_44_7,2,14,150,190,2,2,2,2,200,200,2,2
r_44_8,12,15,10,110,1,2,2,1,240,50,2,1
r_44_9,10,11,90,10,1,1,1,2,110,190,2,1
r_44_10,21,6,30,10,1,2,1,1,220,50,1,1
r_45_0,20,1,110,30,1,1,1,1,90,170,2,2
r_45_1,9,19,110,190,2,2,2,2,200,200,2,2
r_45_2,5,0,190,130,2,2,2,2,200,200,2,2
r_45_3,18,14,30,190,1,2,2,1,220,50,2,1
r_45_4,17,16,90,170,1,2,2,1,160,50,2,1
r_45_5,2,7,10,170,1,2,2,1,240,50,2,1
r_45_6,4,6,10,30,1,2,2,1,240,50,2,1
r_45_7,21,3,110,110,1,2,2,2,140,50,2,2
r_45_8,12,10,150,170,2,2,2,2,200,200,2,2
r_45_9,15,11,10,50,1,1,1,1,190,150,2,2
r_45_10,13,8,130,70,2,1,1,2,50,180,2,1
r_46_0,13,10,110,110,2,2,2,2,200,200,2,2
r_46_1,5,19,70,50,2,1,2,1,50,200,1,2
r_46_2,21,17,90,170,1,2,2,2,160,50,2,2
r_46_3,8,1,110,190,2,2,2,1,200,200,2,1
r_46_4,16,15,150,90,2,2,1,2,200,200,1,2
r_46_5,9,2,10,10,1,1,1,1,190,190,2,2
r_46_6,20,12,50,150,1,2,2,1,200,50,2,1
r_46_7,18,14,10,30,1,1,1,1,190,170,2,2
r_46_8,7,4,170,110,2,2,2,2,200,200,2,2
r_46_9,11,3,190,190,2,2,2,2,200,200,2,2
r_46_10,6,0,50,50,1,2,1,2,200,50,1,2
r_47_0,7,9,50,70,2,1,2,1,50,180,1,2
r_47_1,21,4,130,30,2,1,1,1,50,220,2,2
r_47_2,5,10,30,110,1,2,2,2,220,50,2,2
r_47_3,18,13,10,10,1,1,1,1,190,190,2,2
r_47_4,14,17,170,70,2,1,2,2,50,180,1,1
r_47_5,6,19,150,130,2,2,2,2,200,200,2,2
r_47_6,12,11,10,170,1,2,2,1,240,50,2,1
r_47_7,8,16,30,150,1,2,2,1,220,50,2,1
r_47_8,2,20,190,30,2,1,1,2,50,220,2,1
r_47_9,1,15,110,110,1,2,1,2,140,50,1,2
r_47_10,3,0,90,150,2,2,2,2,200,200,2,2
r_48_0,3,21,150,50,2,1,2,2,50,200,1,1
r_48_1,2,6,70,110,1,2,2,2,180,50,2,2
r_48_2,19,17,50,130,1,2,2,1,200,50,2,1
r_48_3,1,7,90,90,1,2,1,2,160,50,1,2
r_48_4,8,9,130,150,2,2,2,2,200,200,2,2
r_48_5,12,20,10,10,1,1,1,1,190,190,2,2
r_48_6,15,14,70,170,2,2,2,2,200,200,2,2
r_48_7,13,5,10,50,1,2,1,1,240,50,1,1
r_48_8,0,16,170,170,2,2,2,2,200,200,2,2
r_48_9,11,4,110,50,2,2,2,2,200,200,2,2
r_48_10,18,10,90,90,1,1,1,1,110,110,2,2
r_49_0,8,9,10,150,1,2,2,1,240,50,2,1
r_49_1,16,18,190,170,2,2,2,2,200,200,2,2
r_49_2,12,10,150,110,2,2,2,2,200,200,2,2
r_49_3,14,19,190,150,2,2,2,2,200,200,2,2
r_49_4,21,4,110,10,1,1,1,2,90,190,2,1
r_49_5,7,15,190,190,2,2,2,2,200,200,2,2
r_49_6,1,0,190,170,2,2,2,2,200,200,2,2
r_49_7,3,6,170,30,2,2,1,2,200,200,1,2
r_49_8,20,2,130,50,2,1,1,2,50,200,2,1
r_49_9,5,17,190,30,2,1,1,2,50,220,2,1
r_49_10,11,13,130,130,2,2,2,2,200,200,2,2
r_50_0,17,6,30,110,1,2,2,1,220,50,2,1
r_50_1,1,2,50,30,1,1,2,1,150,170,1,2
r_50_2,13,20,150,90,2,1,2,2,50,160,1,1
r_50_3,15,14,30,110,1,2,2,1,220,50,2,1
r_50_4,5,7,170,170,2,2,2,2,200,200,2,2
r_50_5,9,12,190,150,2,2,2,2,200,200,2,2
r_50_6,10,16,50,70,1,1,1,1,150,130,2,2
r_50_7,18,21,190,10,2,1,1,2,50,240,2,1
r_50_8,19,8,170,30,2,1,1,2,50,220,2,1
r_50_9,4,0,30,130,1,2,1,2,220,50,1,2
r_50_10,11,3,90,10,2,1,1,2,50,240,2,1
r_51_0,9,1,110,130,2,1,2,1,50,120,1,2
r_51_1,17,11,110,50,2,1,1,2,50,200,2,1
r_51_2,5,15,30,50,1,1,2,1,170,150,1,2
r_51_3,10,6,30,90,2,2,1,1,200,200,1,1
r_51_4,20,3,110,170,1,2,2,2,140,50,2,2
r_51_5,14,8,30,190,1,2,2,1,220,50,2,1
r_51_6,2,18,30,50,1,1,1,1,170,150,2,2
r_51_7,21,7,50,10,1,2,1,2,200,50,1,2
r_51_8,19,16,150,110,2,1,2,2,50,140,1,1
r_51_9,4,0,50,190,2,2,2,2,200,200,2,2
r_51_10,13,12,90,10,1,1,1,2,110,190,2,1
r_52_0,17,10,10,30,1,2,1,1,240,50,1,1
r_52_1,15,13,70,170,2,2,2,1,200,200,2,1
r_52_2,9,1,150,170,2,2,2,2,200,200,2,2
r_52_3,11,16,50,90,1,1,2,1,150,110,1,2
r_52_4,4,18,10,190,1,2,2,1,240,50,2,1
r_52_5,6,19,10,10,2,1,1,1,50,240,2,2
r_52_6,5,7,190,10,2,2,1,2,200,200,1,2
r_52_7,20,8,50,110,1,2,1,1,200,50,1,1
r_52_8,12,3,50,30,1,1,1,2,150,170,2,1
r_52_9,0,2,170,30,2,1,2,2,50,220,1,1
r_52_10,14,21,30,190,1,2,2,1,220,50,2,1
r_53_0,5,21,190,30,2,1,1,2,50,220,2,1
r_53_1,0,6,50,150,2,2,2,1,200,200,2,1
r_53_2,16,20,150,30,2,1,1,2,50,220,2,1
r_53_3,14,10,50,10,1,1,1,1,150,190,2,2
r_53_4,7,18,130,70,2,1,2,2,50,180,1,1
r_53_5,8,12,50,90,1,2,1,1,200,50,1,1
r_53_6,11,15,10,70,1,2,2,1,240,50,2,1
r_53_7,13,9,190,190,2,2,2,2,200,200,2,2
r_53_8,1,4,90,130,1,1,1,2,110,70,2,1
r_53_9,3,2,70,130,2,2,2,2,200,200,2,2
r_53_10,19,17,30,50,1,1,1,1,170,150,2,2
r_54_0,7,0,10,130,2,2,2,1,200,200,2,1
r_54_1,10,15,10,110,1,2,2,1,240,50,2,1
r_54_2,1,3,30,170,1,2,2,1,220,50,2,1
r_54_3,18,11,70,130,1,2,2,2,180,50,2,2
r_54_4,13,20,170,30,2,1,1,2,50,220,2,1
r_54_5,21,19,70,130,1,2,2,1,180,50,2,1
r_54_6,9,6,30,130,1,2,2,1,220,50,2,1
r_54_7,17,16,70,50,1,1,1,1,130,150,2,2
r_54_8,8,5,70,30,1,1,1,2,130,170,2,1
r_54_9,14,12,70,90,2,2,2,2,200,200,2,2
r_54_10,4,2,170,170,2,2,2,2,200,200,2,2
r_55_0,16,9,50,170,1,2,2,1,200,50,2,1
r_55_1,18,6,190,110,2,2,2,2,200,200,2,2
r_55_2,21,17,30,150,1,2,2,1,220,50,2,1
r_55_3,8,2,30,10,1,1,1,1,170,190,2,2
r_55_4,14,10,150,30,2,2,1,2,200,200,1,2
r_55_5,13,11,10,170,1,2,2,1,240,50,2,1
r_55_6,12,1,90,90,2,1,2,1,50,160,1,2
r_55_7,4,3,190,90,2,2,2,2,200,200,2,2
r_55_8,15,19,170,70,2,2,2,2,200,200,2,2
r_55_9,20,0,170,30,2,2,1,2,200,200,1,2
r_55_10,5,7,90,110,2,2,2,2,200,200,2,2
r_56_0,0,2,170,130,2,2,2,2,200,200,2,2
r_56_1,6,3,30,70,2,2,2,1,200,200,2,1
r_56_2,7,18,150,10,2,1,1,2,50,240,2,1
r_56_3,4,19,130,190,1,2,2,2,120,50,2,2
r_56_4,15,17,70,10,2,1,1,1,50,240,2,2
r_56_5,12,14,10,110,1,2,2,1,240,50,2,1
r_56_6,20,8,50,10,1,1,1,1,150,190,2,2
r_56_7,16,10,50,50,1,1,1,1,150,150,2,2
r_56_8,11,5,150,70,2,2,2,2,200,200,2,2
r_56_9,9,13,50,170,1,2,2,1,200,50,2,1
r_56_10,21,1,90,70,1,2,1,1,160,50,1,1
r_57_0,4,14,190,90,2,2,2,2,200,200,2,2
r_57_1,3,1,70,30,2,1,1,2,50,220,2,1
r_57_2,0,7,110,10,2,2,1,2,200,200,1,2
r_57_3,2,21,150,30,2,1,1,2,50,220,2,1
r_57_4,17,19,150,130,2,2,2,2,200,200,2,2
r_57_5,10,16,190,110,2,1,2,2,50,140,1,1
r_57_6,5,18,30,190,1,2,2,1,220,50,2,1
r_57_7,13,15,50,90,1,2,2,1,200,50,2,1
r_57_8,6,11,110,190,2,2,2,2,200,200,2,2
r_57_9,8,20,70,110,1,1,2,1,130,90,1,2
r_57_10,9,12,90,50,1,1,1,2,110,150,2,1
r_58_0,4,9,130,190,1,2,2,2,120,50,2,2
r_58_1,0,20,170,10,2,1,1,2,50,240,2,1
r_58_2,13,10,150,190,2,2,2,2,200,200,2,2
r_58_3,19,15,30,190,1,2,2,1,220,50,2,1
r_58_4,8,7,90,150,1,2,2,2,160,50,2,2
r_58_5,2,3,50,130,1,2,2,2,200,50,2,2
r_58_6,17,14,130,90,2,2,2,2,200,200,2,2
r_58_7,16,6,190,170,2,2,2,2,200,200,2,2
r_58_8,18,11,110,10,2,1,1,2,50,240,2,1
r_58_9,5,1,10,30,1,1,1,2,190,170,2,1
r_58_10,12,21,150,170,2,2,2,2,200,200,2,2
r_59_0,2,8,10,10,1,1,1,1,190,190,2,2
r_59_1,7,19,150,150,2,2,2,2,200,200,2,2
r_59_2,12,16,110,50,2,1,1,1,50,200,2,2
r_59_3,11,1,90,30,2,1,1,1,50,220,2,2
r_59_4,15,13,170,190,2,2,2,2,200,200,2,2
r_59_5,6,4,170,50,2,2,1,2,200,200,1,2
r_59_6,14,21,30,130,1,2,2,1,220,50,2,1
r_59_7,9,5,170,130,2,2,2,2,200,200,2,2
r_59_8,10,0,150,190,2,2,2,2,200,200,2,2
r_59_9,18,20,10,90,1,1,1,1,190,110,2,2
r_59_10,17,3,190,90,2,2,2,2,200,200,2,2
r_60_0,18,12,110,70,2,2,1,2,200,200,1,2
r_60_1,17,4,110,70,2,2,1,2,200,200,1,2
r_60_2,16,2,50,150,1,2,2,1,200,50,2,1
r_60_3,14,7,70,10,2,2,1,2,200,200,1,2
r_60_4,21,20,50,50,1,1,1,1,150,150,2,2
r_60_5,8,11,10,190,1,2,2,1,240,50,2,1
r_60_6,0,13,10,30,1,1,2,1,190,170,1,2
r_60_7,5,15,50,30,2,1,1,1,50,220,2,2
r_60_8,19,3,110,70,2,2,1,2,200,200,1,2
r_60_9,9,10,30,190,1,2,2,2,220,50,2,2
r_60_10,1,6,90,50,1,1,2,2,110,150,1,1
r_61_0,5,0,30,70,1,2,2,2,220,50,2,2
r_61_1,3,2,170,90,2,2,2,2,200,200,2,2
r_61_2,11,20,70,10,2,1,1,1,50,240,2,2
r_61_3,19,10,110,130,2,2,2,2,200,200,2,2
r_61_4,15,16,110,30,2,1,1,1,50,220,2,2
r_61_5,4,13,190,150,2,2,2,2,200,200,2,2
r_61_6,6,8,190,170,2,2,2,2,200,200,2,2
r_61_7,9,7,50,50,1,2,1,2,200,50,1,2
r_61_8,18,21,190,10,2,1,1,2,50,240,2,1
r_61_9,14,17,90,50,2,1,1,2,50,200,2,1
r_61_10,1,12,150,130,2,2,1,2,200,200,1,2
r_62_0,8,5,70,70,1,2,1,2,180,50,1,2
r_62_1,6,18,30,10,2,1,1,1,50,240,2,2
r_62_2,12,0,110,150,2,2,2,2,200,200,2,2
r_62_3,1,19,90,170,1,2,2,2,160,50,2,2
r_62_4,9,3,10,150,1,2,2,1,240,50,2,1
r_62_5,10,21,190,170,2,2,2,2,200,200,2,2
r_62_6,20,16,50,70,1,1,1,1,150,130,2,2
r_62_7,14,17,130,50,2,1,1,2,50,200,2,1
r_62_8,11,4,190,50,2,2,2,2,200,200,2,2
r_62_9,7,2,10,50,2,1,2,1,50,200,1,2
r_62_10,13,15,110,70,2,2,1,2,200,200,1,2
r_63_0,20,17,10,50,1,1,1,1,190,150,2,2
r_63_1,19,5,50,50,1,2,1,2,200,50,1,2
r_63_2,2,7,130,10,2,2,1,2,200,200,1,2
r_63_3,14,21,170,10,2,1,1,2,50,240,2,1
r_63_4,16,3,50,170,1,2,2,2,200,50,2,2
r_63_5,18,1,10,90,1,1,1,2,190,110,2,1
r_63_6,0,10,190,10,2,1,1,2,50,240,2,1
r_63_7,9,4,10,30,1,1,1,1,190,170,2,2
r_63_8,6,8,90,150,2,2,2,1,200,200,2,1
r_63_9,12,13,10,170,1,2,2,1,240,50,2,1
r_63_10,15,11,70,110,2,2,2,2,200,200,2,2
r_64_0,18,14,10,90,1,2,1,1,240,50,1,1
r_64_1,20,21,110,170,1,2,2,2,140,50,2,2
r_64_2,3,1,30,170,1,2,2,2,220,50,2,2
r_64_3,7,0,10,150,2,2,2,1,200,200,2,1
r_64_4,2,13,10,190,1,2,2,1,240,50,2,1
r_64_5,10,4,30,150,2,2,2,2,200,200,2,2
r_64_6,17,6,90,70,1,2,1,2,160,50,1,2
r_64_7,5,19,130,190,2,2,2,2,200,200,2,2
r_64_8,12,15,190,10,2,1,1,2,50,240,2,1
r_64_9,11,16,110,70,2,1,2,1,50,180,1,2
r_64_10,8,9,170,90,2,1,1,2,50,160,2,1
r_65_0,2,15,130,130,2,2,2,2,200,200,2,2
r_65_1,18,9,70,110,1,2,2,1,180,50,2,1
r_65_2,8,16,110,90,2,1,1,1,50,160,2,2
r_65_3,14,17,110,190,2,2,2,2,200,200,2,2
r_65_4,7,3,90,30,2,1,2,2,50,220,1,1
r_65_5,12,1,150,110,2,1,2,2,50,140,1,1
r_65_6,5,21,30,150,1,2,2,1,220,50,2,1
r_65_7,11,19,50,90,1,2,2,1,200,50,2,1
r_65_8,0,6,30,150,2,2,2,1,200,200,2,1
r_65_9,4,10,110,70,2,1,2,2,50,180,1,1
r_65_10,13,20,110,190,2,2,2,1,200,200,2,1
r_66_0,19,0,50,90,1,2,2,2,200,50,2,2
r_66_1,20,8,30,90,1,1,1,1,170,110,2,2
r_66_2,15,1,50,70,1,2,2,2,200,50,2,2
r_66_3,11,2,70,130,2,2,2,2,200,200,2,2
r_66_4,10,21,130,10,2,1,1,2,50,240,2,1
r_66_5,16,5,170,70,2,2,1,2,200,200,1,2
r_66_6,7,18,50,150,2,2,2,1,200,200,2,1
r_66_7,3,12,10,70,1,2,2,1,240,50,2,1
r_66_8,13,14,10,90,1,2,2,1,240,50,2,1
r_66_9,4,17,110,170,2,2,2,2,200,200,2,2
r_66_10,6,9,130,110,2,2,2,2,200,200,2,2
r_67_0,11,4,190,130,2,1,2,2,50,120,1,1
r_67_1,17,18,90,70,1,1,1,1,110,130,2,2
r_67_2,5,13,30,70,1,1,2,1,170,130,1,2
r_67_3,21,7,110,30,1,1,1,2,90,170,2,1
r_67_4,19,12,170,90,2,2,2,2,200,200,2,2
r_67_5,3,20,70,50,2,1,2,1,50,200,1,2
r_67_6,16,1,170,170,2,2,2,2,200,200,2,2
r_67_7,9,2,110,150,2,2,2,2,200,200,2,2
r_67_8,8,6,110,50,2,1,1,2,50,200,2,1
r_67_9,0,10,90,130,2,2,2,1,200,200,2,1
r_67_10,14,15,150,70,2,2,2,2,200,200,2,2
r_68_0,1,16,10,70,1,1,2,1,190,130,1,2
r_68_1,11,0,10,30,1,2,1,1,240,50,1,1
r_68_2,13,5,190,50,2,2,1,2,200,200,1,2
r_68_3,4,10,190,110,2,2,2,2,200,200,2,2
r_68_4,19,20,190,90,2,1,2,2,50,160,1,1
r_68_5,12,2,70,50,2,1,1,2,50,200,2,1
r_68_6,7,17,130,10,2,1,1,2,50,240,2,1
r_68_7,8,21,170,130,2,2,2,2,200,200,2,2
r_68_8,9,18,70,90,1,1,1,1,130,110,2,2
r_68_9,3,6,90,50,2,1,2,2,50,200,1,1
r_68_10,14,15,30,130,1,2,2,1,220,50,2,1
r_69_0,15,13,130,110,2,2,2,2,200,200,2,2
r_69_1,1,21,170,50,2,1,2,2,50,200,1,1
r_69_2,7,10,190,10,2,1,1,2,50,240,2,1
r_69_3,17,14,190,10,2,1,1,2,50,240,2,1
r_69_4,2,20,170,190,2,2,2,2,200,200,2,2
r_69_5,12,16,50,90,1,1,2,1,150,110,1,2
r_69_6,18,0,90,110,1,2,2,2,160,50,2,2
r_69_7,19,4,130,10,2,1,1,1,50,240,2,2
r_69_8,5,3,150,110,2,2,2,2,200,200,2,2
r_69_9,8,6,110,170,2,2,2,2,200,200,2,2
r_69_10,11,9,30,150,1,2,2,1,220,50,2,1
r_70_0,21,8,50,10,1,1,1,1,150,190,2,2
r_70_1,9,7,170,110,2,2,2,2,200,200,2,2
r_70_2,5,15,170,70,2,2,2,2,200,200,2,2
r_70_3,10,18,30,90,2,1,1,1,50,160,2,2
r_70_4,6,14,150,10,2,1,1,2,50,240,2,1
r_70_5,12,19,150,30,2,1,1,2,50,220,2,1
r_70_6,16,11,170,70,2,2,1,2,200,200,1,2
r_70_7,13,20,30,190,1,2,2,1,220,50,2,1
r_70_8,1,17,190,110,2,2,1,2,200,200,1,2
r_70_9,2,3,30,130,1,2,2,1,220,50,2,1
r_70_10,0,4,170,70,2,2,2,2,200,200,2,2
r_71_0,4,13,70,10,2,1,1,1,50,240,2,2
r_71_1,21,6,30,90,1,2,1,1,220,50,1,1
r_71_2,17,18,70,70,1,1,1,1,130,130,2,2
r_71_3,20,8,150,10,2,1,1,2,50,240,2,1
r_71_4,12,11,30,190,1,2,2,1,220,50,2,1
r_71_5,9,3,170,130,2,2,2,2,200,200,2,2
r_71_6,10,7,130,90,2,2,1,2,200,200,1,2
r_71_7,14,1,170,150,2,2,2,2,200,200,2,2
r_71_8,16,19,50,110,1,2,1,1,200,50,1,1
r_71_9,15,5,110,150,2,2,2,2,200,200,2,2
r_71_10,0,2,130,10,2,1,1,2,50,240,2,1
r_72_0,11,1,130,150,2,2,2,1,200,200,2,1
r_72_1,0,14,90,130,2,2,2,2,200,200,2,2
r_72_2,18,19,150,110,2,2,2,2,200,200,2,2
r_72_3,12,4,130,170,2,2,2,1,200,200,2,1
r_72_4,20,10,110,150,1,2,2,2,140,50,2,2
r_72_5,2,6,190,130,2,2,2,2,200,200,2,2
r_72_6,16,15,50,70,1,2,1,1,200,50,1,1
r_72_7,9,17,190,70,2,1,1,2,50,180,2,1
r_72_8,5,13,30,70,1,1,2,1,170,130,1,2
r_72_9,7,8,170,50,2,1,2,2,50,200,1,1
r_72_10,21,3,150,170,2,2,2,2,200,200,2,2
r_73_0,3,11,170,170,2,2,2,2,200,200,2,2
r_73_1,17,12,150,150,2,2,2,2,200,200,2,2
r_73_2,16,6,30,110,1,2,1,1,220,50,1,1
r_73_3,18,10,190,90,2,1,1,2,50,160,2,1
r_73_4,20,21,170,70,2,1,1,2,50,180,2,1
r_73_5,0,15,10,150,1,2,2,1,240,50,2,1
r_73_6,13,14,50,30,1,1,1,1,150,170,2,2
r_73_7,19,1,50,90,1,1,2,2,150,110,1,1
r_73_8,8,4,130,10,2,1,1,1,50,240,2,2
r_73_9,7,9,10,130,2,2,2,1,200,200,2,1
r_73_10,2,5,130,110,2,2,2,2,200,200,2,2
r_74_0,10,12,70,110,1,2,2,2,180,50,2,2
r_74_1,20,0,50,110,1,2,1,2,200,50,1,2
r_74_2,4,14,30,90,1,2,2,1,220,50,2,1
r_74_3,16,1,90,30,1,1,1,1,110,170,2,2
r_74_4,7,15,90,10,2,1,1,2,50,240,2,1
r_74_5,17,11,130,170,2,2,2,2,200,200,2,2
r_74_6,6,21,70,170,2,2,2,1,200,200,2,1
r_74_7,13,18,30,190,1,2,2,1,220,50,2,1
r_74_8,3,19,190,170,2,2,2,2,200,200,2,2
r_74_9,8,2,150,190,2,2,2,2,200,200,2,2
r_74_10,5,9,70,150,2,2,2,1,200,200,2,1
r_75_0,12,16,170,50,2,1,1,2,50,200,2,1
r_75_1,5,20,70,10,2,1,1,1,50,240,2,2
r_75_2,13,14,190,10,2,1,1,2,50,240,2,1
r_75_3,9,11,30,130,1,2,2,1,220,50,2,1
r_75_4,18,4,170,170,2,2,2,2,200,200,2,2
r_75_5,10,2,50,150,1,2,2,1,200,50,2,1
r_75_6,21,7,130,190,2,2,2,2,200,200,2,2
r_75_7,19,3,30,170,1,2,2,1,220,50,2,1
r_75_8,0,17,130,70,2,1,2,2,50,180,1,1
r_75_9,6,15,130,190,2,2,2,2,200,200,2,2
r_75_10,8,1,50,10,1,1,1,2,150,190,2,1
r_76_0,1,4,70,110,2,2,1,2,200,200,1,2
r_76_1,3,7,190,30,2,1,1,2,50,220,2,1
r_76_2,18,21,70,150,1,2,2,1,180,50,2,1
r_76_3,20,13,50,10,1,1,1,1,150,190,2,2
r_76_4,17,5,70,10,1,1,1,2,130,190,2,1
r_76_5,0,8,150,170,2,2,2,2,200,200,2,2
r_76_6,2,11,190,130,2,2,2,2,200,200,2,2
r_76_7,9,12,150,90,2,2,1,2,200,200,1,2
r_76_8,16,19,30,70,1,2,1,1,220,50,1,1
r_76_9,6,10,170,150,2,2,2,2,200,200,2,2
r_76_10,15,14,50,30,1,1,1,1,150,170,2,2
r_77_0,11,16,50,50,1,1,2,1,150,150,1,2
r_77_1,5,17,150,190,2,2,2,2,200,200,2,2
r_77_2,1,12,70,50,2,1,2,2,50,200,1,1
r_77_3,7,14,90,190,2,2,2,2,200,200,2,2
r_77_4,6,13,190,50,2,1,1,2,50,200,2,1
r_77_5,8,9,90,150,1,2,2,1,160,50,2,1
r_77_6,2,3,10,150,1,2,2,1,240,50,2,1
r_77_7,10,20,130,150,2,2,2,2,200,200,2,2
r_77_8,0,18,170,190,2,2,2,2,200,200,2,2
r_77_9,15,21,90,170,2,2,2,1,200,200,2,1
r_77_10,19,4,90,190,2,2,2,2,200,200,2,2
r_78_0,17,20,150,170,2,2,2,2,200,200,2,2
r_78_1,18,9,50,70,1,1,1,1,150,130,2,2
r_78_2,13,12,170,130,2,2,2,2,200,200,2,2
r_78_3,4,1,30,190,1,2,2,2,220,50,2,2
r_78_4,15,16,130,90,2,1,2,1,50,160,1,2
r_78_5,5,8,70,70,2,1,2,1,50,180,1,2
r_78_6,3,11,50,70,2,2,2,2,200,200,2,2
r_78_7,10,0,30,110,2,2,2,2,200,200,2,2
r_78_8,6,2,70,90,2,2,2,2,200,200,2,2
r_78_9,21,19,110,70,1,2,1,2,140,50,1,2
r_78_10,14,7,90,30,2,1,1,2,50,220,2,1
r_79_0,12,18,150,70,2,1,2,2,50,180,1,1
r_79_1,8,9,130,130,2,2,2,2,200,200,2,2
r_79_2,7,16,90,110,2,1,2,1,50,140,1,2
r_79_3,1,6,10,130,1,2,1,1,240,50,1,1
r_79_4,15,11,50,130,1,2,2,2,200,50,2,2
r_79_5,10,2,90,130,1,2,2,2,160,50,2,2
r_79_6,0,14,170,170,2,2,2,2,200,200,2,2
r_79_7,20,4,30,170,1,2,2,2,220,50,2,2
r_79_8,13,5,70,130,1,2,2,2,180,50,2,2
r_79_9,19,3,170,10,2,1,1,2,50,240,2,1
r_79_10,21,17,110,50,1,1,1,2,90,150,2,1
r_80_0,3,20,50,130,2,2,2,1,200,200,2,1
r_80_1,0,18,70,90,2,1,2,1,50,160,1,2
r_80_2,1,12,90,90,1,2,1,2,160,50,1,2
r_80_3,6,21,10,10,2,1,1,1,50,240,2,2
r_80_4,11,16,190,50,2,1,2,2,50,200,1,1
r_80_5,15,9,130,170,2,2,2,2,200,200,2,2
r_80_6,19,5,30,30,1,1,1,1,170,170,2,2
r_80_7,7,13,150,50,2,1,2,2,50,200,1,1
r_80_8,10,8,70,150,1,2,2,1,180,50,2,1
r_80_9,4,2,70,130,2,2,1,2,200,200,1,2
r_80_10,17,14,70,110,1,2,2,2,180,50,2,2
r_81_0,5,1,110,10,2,1,1,1,50,240,2,2
r_81_1,9,21,30,130,1,2,2,1,220,50,2,1
r_81_2,18,7,50,110,1,2,2,2,200,50,2,2
r_81_3,17,15,10,70,1,2,1,1,240,50,1,1
r_81_4,16,20,50,90,1,1,1,1,150,110,2,2
r_81_5,12,6,10,90,1,2,2,1,240,50,2,1
r_81_6,4,10,190,130,2,2,1,2,200,200,1,2
r_81_7,13,8,70,10,1,1,1,1,130,190,2,2
r_81_8,19,3,150,190,2,2,2,2,200,200,2,2
r_81_9,2,0,170,170,2,2,2,2,200,200,2,2
r_81_10,11,14,90,90,2,2,2,2,200,200,2,2
r_82_0,9,6,10,10,1,2,1,1,240,50,1,1
r_82_1,4,14,10,10,1,1,1,1,190,190,2,2
r_82_2,15,20,90,10,2,1,1,1,50,240,2,2
r_82_3,0,11,70,130,2,2,2,2,200,200,2,2
r_82_4,17,12,110,130,2,2,2,2,200,200,2,2
r_82_5,19,16,10,70,1,1,1,1,190,130,2,2
r_82_6,3,8,110,170,2,2,2,2,200,200,2,2
r_82_7,1,10,30,70,1,1,2,2,170,130,1,1
r_82_8,2,21,130,190,2,2,2,2,200,200,2,2
r_82_9,7,18,130,190,2,2,2,2,200,200,2,2
r_82_10,13,5,30,70,1,2,1,1,220,50,1,1
r_83_0,7,20,10,150,2,2,2,1,200,200,2,1
r_83_1,3,2,150,90,2,2,2,2,200,200,2,2
r_83_2,8,15,10,50,1,1,1,1,190,150,2,2
r_83_3,0,11,50,70,2,2,2,2,200,200,2,2
r_83_4,13,18,70,10,1,1,1,1,130,190,2,2
r_83_5,12,21,30,90,1,1,2,1,170,110,1,2
