,id_1,id_2,cost_1,cost_2,message_1,message_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_3561_4,2,3,70,70,1,1,1,1,1,1,130,130,2,2
r_3561_5,5,19,170,90,2,1,2,2,1,2,200,200,1,2
r_3561_6,0,21,30,130,2,2,1,2,2,2,220,50,2,1
r_3561_7,13,12,170,10,2,2,2,1,1,2,50,240,2,2
r_3561_8,1,4,30,30,1,1,1,1,1,1,170,170,2,2
r_3561_9,10,14,50,130,2,2,1,2,1,2,200,50,1,1
r_3561_10,7,16,50,10,2,2,1,1,1,1,150,190,2,2
r_3562_0,9,19,70,70,2,1,1,2,1,2,180,50,1,1
r_3562_1,3,12,50,10,1,2,1,1,1,2,150,190,2,1
r_3562_2,18,0,50,150,2,2,2,2,2,2,200,200,2,2
r_3562_3,17,6,170,10,2,1,2,1,1,2,50,240,2,2
r_3562_4,15,5,90,170,1,2,2,2,2,1,200,200,2,1
r_3562_5,16,7,110,50,2,2,2,1,1,1,50,200,2,1
r_3562_6,2,4,190,130,2,2,2,2,1,2,200,200,1,2
r_3562_7,13,10,130,10,2,2,2,1,1,1,50,240,2,1
r_3562_8,21,1,170,170,2,2,2,2,2,2,200,200,2,2
r_3562_9,8,20,90,10,1,2,2,1,1,2,50,240,2,2
r_3562_10,14,11,70,130,2,2,2,2,2,2,200,200,2,2
r_3563_0,7,16,150,50,2,1,2,1,1,2,50,200,2,2
r_3563_1,21,15,90,150,2,2,2,2,2,1,200,200,2,1
r_3563_2,6,5,170,130,2,2,2,2,1,2,200,200,1,2
r_3563_3,9,19,170,10,2,1,2,1,2,2,50,240,1,2
r_3563_4,12,10,170,70,2,2,2,2,1,2,200,200,1,2
r_3563_5,8,20,170,30,2,2,2,1,1,2,50,220,2,2
r_3563_6,13,14,130,10,2,2,2,1,1,2,50,240,2,2
r_3563_7,11,0,110,150,1,2,2,2,2,2,200,200,2,2
r_3563_8,4,17,190,130,2,2,2,2,2,2,200,200,2,2
r_3563_9,1,18,30,90,1,2,2,2,2,1,200,200,2,1
r_3563_10,3,2,130,150,2,2,2,2,2,1,200,200,2,1
r_3564_0,13,0,90,170,1,2,2,2,2,2,200,200,2,2
r_3564_1,3,15,170,150,2,2,2,2,2,2,200,200,2,2
r_3564_2,8,9,70,10,1,2,1,1,1,1,130,190,2,2
r_3564_3,16,10,50,130,1,2,1,1,1,1,150,70,2,2
r_3564_4,14,17,90,90,2,2,2,2,2,1,200,200,2,1
r_3564_5,5,20,130,170,2,2,2,2,2,2,200,200,2,2
r_3564_6,6,7,170,10,2,1,2,1,1,2,50,240,2,2
r_3564_7,1,12,150,10,2,2,2,1,2,2,50,240,1,2
r_3564_8,4,18,30,170,1,2,1,2,2,1,220,50,2,2
r_3564_9,11,19,30,150,1,2,2,2,2,2,200,200,2,2
r_3564_10,21,2,30,150,2,2,2,2,2,1,200,200,2,1
r_3565_0,16,3,190,150,2,2,2,2,2,2,200,200,2,2
r_3565_1,1,9,50,190,1,2,2,2,2,1,200,200,2,1
r_3565_2,12,20,110,50,2,2,2,2,2,2,200,200,2,2
r_3565_3,10,2,130,90,2,2,2,2,1,1,200,200,1,1
r_3565_4,6,11,50,90,1,1,1,1,1,1,150,110,2,2
r_3565_5,21,7,90,70,2,2,2,2,2,1,200,200,2,1
r_3565_6,15,17,90,50,1,2,2,1,1,1,50,200,2,1
r_3565_7,5,18,190,170,2,2,2,2,2,2,200,200,2,2
r_3565_8,13,8,130,110,2,2,2,2,1,1,200,200,1,1
r_3565_9,0,4,10,130,2,2,1,2,2,1,240,50,2,2
r_3565_10,19,14,70,170,1,2,2,2,2,2,200,200,2,2
r_3566_0,1,21,70,190,2,2,2,2,2,2,200,200,2,2
r_3566_1,3,2,110,110,2,2,2,2,1,1,200,200,1,1
r_3566_2,19,20,70,130,1,2,2,2,2,2,200,200,2,2
r_3566_3,14,9,70,70,2,2,2,2,2,1,200,200,2,1
r_3566_4,12,18,50,30,2,2,2,1,1,1,50,220,2,1
r_3566_5,13,11,50,110,1,1,1,1,1,1,150,90,2,2
r_3566_6,17,5,50,70,2,2,1,1,1,1,150,130,2,2
r_3566_7,4,8,30,110,1,2,1,2,1,1,220,50,1,2
r_3566_8,6,7,90,190,2,2,2,2,2,1,200,200,2,1
r_3566_9,10,0,30,10,2,2,1,1,1,2,170,190,2,1
r_3566_10,16,15,110,130,2,1,1,2,2,1,140,50,2,2
r_3567_0,19,13,190,10,2,1,2,2,2,2,200,200,2,2
r_3567_1,3,9,70,170,1,2,1,2,2,1,180,50,2,2
r_3567_2,8,16,50,170,1,2,1,2,2,1,200,50,2,2
r_3567_3,0,20,130,190,2,2,2,2,2,2,200,200,2,2
r_3567_4,17,14,110,150,2,2,2,2,2,2,200,200,2,2
r_3567_5,11,6,130,150,2,2,2,2,2,1,200,200,2,1
r_3567_6,21,10,190,30,2,2,2,2,2,2,200,200,2,2
r_3567_7,12,15,30,90,2,1,1,2,1,1,220,50,1,2
r_3567_8,5,4,150,130,2,2,2,2,1,2,200,200,1,2
r_3567_9,1,18,110,110,2,2,2,2,2,2,200,200,2,2
r_3567_10,7,2,10,70,1,1,1,1,1,1,190,130,2,2
r_3568_0,18,11,90,130,2,2,2,2,2,1,200,200,2,1
r_3568_1,4,16,70,90,2,2,1,2,1,2,180,50,1,1
r_3568_2,17,21,110,70,2,2,2,1,1,2,50,180,2,2
r_3568_3,20,7,150,50,2,2,2,1,1,2,50,200,2,2
r_3568_4,2,1,170,50,2,1,2,1,1,1,50,200,2,1
r_3568_5,5,19,190,70,2,1,2,2,1,2,200,200,1,2
r_3568_6,12,14,70,90,2,2,2,2,1,2,200,200,1,2
r_3568_7,9,0,90,130,2,2,2,2,1,2,200,200,1,2
r_3568_8,8,3,110,30,2,1,1,1,1,2,90,170,2,1
r_3568_9,6,13,170,90,2,1,2,2,1,2,200,200,1,2
r_3568_10,15,10,10,50,1,2,1,1,1,1,190,150,2,2
r_3569_0,17,4,70,90,2,2,1,1,1,1,130,110,2,2
r_3569_1,6,1,10,110,1,2,1,1,1,2,190,90,2,1
r_3569_2,12,13,30,70,2,2,1,2,1,1,220,50,1,2
r_3569_3,3,15,170,130,2,1,2,2,1,2,200,200,1,2
r_3569_4,18,20,50,130,2,2,2,2,2,1,200,200,2,1
r_3569_5,7,11,110,90,2,1,1,1,1,2,90,110,2,1
r_3569_6,0,8,90,30,2,1,2,1,2,1,50,220,1,1
r_3569_7,19,9,70,50,1,2,2,1,1,1,50,200,2,1
r_3569_8,21,2,30,150,2,2,2,2,2,1,200,200,2,1
r_3569_9,5,14,30,170,1,2,1,2,2,1,220,50,2,2
r_3569_10,10,16,10,70,2,2,1,2,1,1,240,50,1,2
r_3570_0,17,7,70,150,2,2,1,2,2,1,180,50,2,2
r_3570_1,21,14,110,90,2,2,2,2,2,2,200,200,2,2
r_3570_2,20,19,170,130,2,2,2,2,2,2,200,200,2,2
r_3570_3,15,2,10,130,1,2,1,1,1,1,190,70,2,2
r_3570_4,4,3,110,50,2,1,2,1,1,2,50,200,2,2
r_3570_5,6,18,130,30,2,2,2,2,1,2,200,200,1,2
r_3570_6,8,1,130,170,2,2,2,2,2,2,200,200,2,2
r_3570_7,13,16,70,130,2,2,2,2,1,2,200,200,1,2
r_3570_8,12,0,150,150,2,2,2,2,2,2,200,200,2,2
r_3570_9,11,5,70,150,2,2,2,2,2,1,200,200,2,1
r_3570_10,9,10,30,30,2,2,1,1,1,1,170,170,2,2
r_3571_0,11,17,30,110,1,2,2,2,2,1,200,200,2,1
r_3571_1,15,13,190,90,2,1,2,2,1,2,200,200,1,2
r_3571_2,3,9,50,30,1,2,1,1,1,1,150,170,2,2
r_3571_3,2,4,90,110,2,2,2,2,1,1,200,200,1,1
r_3571_4,10,18,70,30,2,2,2,1,1,2,50,220,2,2
r_3571_5,6,20,190,170,2,2,2,2,1,2,200,200,1,2
r_3571_6,0,7,130,70,2,2,2,2,2,1,200,200,2,1
r_3571_7,8,1,150,30,2,1,2,1,1,2,50,220,2,2
r_3571_8,14,12,170,70,2,2,2,2,2,2,200,200,2,2
r_3571_9,5,21,150,110,2,2,2,2,1,2,200,200,1,2
r_3571_10,19,16,10,50,1,1,2,1,1,1,50,200,2,1
r_3572_0,4,10,50,90,1,2,1,1,1,1,150,110,2,2
r_3572_1,2,6,90,110,2,2,2,2,1,1,200,200,1,1
r_3572_2,19,3,110,170,2,2,2,2,2,1,200,200,2,1
r_3572_3,12,20,30,70,2,2,1,2,1,1,220,50,1,2
r_3572_4,17,1,170,70,2,2,2,1,1,2,50,180,2,2
r_3572_5,8,13,190,90,2,1,2,2,1,2,200,200,1,2
r_3572_6,5,18,130,110,2,2,2,2,1,2,200,200,1,2
r_3572_7,21,16,130,130,2,2,2,2,2,2,200,200,2,2
r_3572_8,11,15,110,50,1,2,2,1,1,1,50,200,2,1
r_3572_9,7,14,70,170,2,2,1,2,2,2,180,50,2,1
r_3572_10,0,9,150,50,2,2,2,2,2,2,200,200,2,2
r_3573_0,7,3,130,90,2,1,2,1,1,2,50,160,2,2
r_3573_1,12,19,70,130,2,2,2,2,1,1,200,200,1,1
r_3573_2,21,1,50,150,2,2,2,2,2,1,200,200,2,1
r_3573_3,6,9,90,70,2,2,2,2,1,1,200,200,1,1
r_3573_4,0,18,110,130,2,2,2,2,2,2,200,200,2,2
r_3573_5,5,17,10,70,1,2,1,1,1,1,190,130,2,2
r_3573_6,16,11,70,170,2,2,1,2,2,2,180,50,2,1
r_3573_7,10,13,130,90,2,1,2,2,1,1,200,200,1,1
r_3573_8,2,8,10,110,1,2,1,1,1,1,190,90,2,2
r_3573_9,15,20,10,30,1,2,1,1,1,1,190,170,2,2
r_3573_10,4,14,170,10,2,2,2,1,1,2,50,240,2,2
r_3574_0,17,15,10,50,1,2,1,1,1,1,190,150,2,2
r_3574_1,10,13,90,190,2,2,2,2,2,1,200,200,2,1
r_3574_2,5,12,170,70,2,2,2,2,1,2,200,200,1,2
r_3574_3,11,3,70,90,2,1,1,2,1,1,180,50,1,2
r_3574_4,4,21,190,70,2,2,2,1,1,2,50,180,2,2
r_3574_5,19,2,110,190,2,2,2,2,2,1,200,200,2,1
r_3574_6,9,18,90,50,2,2,2,2,1,2,200,200,1,2
r_3574_7,8,1,90,170,1,2,2,2,2,2,200,200,2,2
r_3574_8,16,6,150,90,2,2,2,1,2,1,50,160,1,1
r_3574_9,0,14,10,70,2,2,1,2,2,2,240,50,2,1
r_3574_10,20,7,90,90,2,2,2,2,2,1,200,200,2,1
r_3575_0,0,15,150,10,2,1,2,1,1,2,50,240,2,2
r_3575_1,16,19,150,10,2,1,2,1,1,2,50,240,2,2
r_3575_2,6,18,70,90,2,2,2,2,1,2,200,200,1,2
r_3575_3,2,8,170,50,2,1,2,1,1,2,50,200,2,2
r_3575_4,7,5,90,70,2,2,1,1,1,1,110,130,2,2
r_3575_5,4,17,70,190,2,2,1,2,2,1,180,50,2,2
r_3575_6,11,1,70,90,2,2,2,2,1,2,200,200,1,2
r_3575_7,3,21,190,90,2,2,2,1,1,2,50,160,2,2
r_3575_8,14,10,110,50,2,2,2,2,2,1,200,200,2,1
r_3575_9,20,12,10,190,2,2,1,2,2,1,240,50,2,2
r_3575_10,9,13,170,110,2,2,2,2,1,2,200,200,1,2
r_3576_0,14,19,30,110,2,2,2,2,2,2,200,200,2,2
r_3576_1,15,16,90,150,1,2,2,2,2,2,200,200,2,2
r_3576_2,13,7,190,110,2,2,2,2,1,2,200,200,1,2
r_3576_3,1,6,110,110,2,2,2,2,2,1,200,200,2,1
r_3576_4,18,5,150,190,2,2,2,2,2,2,200,200,2,2
r_3576_5,21,4,50,110,2,2,2,2,2,1,200,200,2,1
r_3576_6,3,20,110,30,2,2,2,1,1,2,50,220,2,2
r_3576_7,9,0,130,110,2,2,2,2,1,2,200,200,1,2
r_3576_8,12,10,190,90,2,2,2,2,1,2,200,200,1,2
r_3576_9,8,2,130,10,2,1,1,1,1,1,70,190,2,2
r_3576_10,17,11,190,150,2,2,2,2,2,2,200,200,2,2
r_3577_0,20,3,110,190,2,2,2,2,2,1,200,200,2,1
r_3577_1,6,12,10,90,1,2,1,1,1,1,190,110,2,2
r_3577_2,11,0,190,190,2,2,2,2,2,2,200,200,2,2
r_3577_3,18,4,50,70,2,2,2,2,2,1,200,200,2,1
r_3577_4,19,9,190,70,2,2,2,2,1,2,200,200,1,2
r_3577_5,2,14,110,170,2,2,2,2,2,2,200,200,2,2
r_3577_6,13,1,150,110,2,2,2,2,1,2,200,200,1,2
r_3577_7,10,7,150,190,2,2,2,2,2,2,200,200,2,2
r_3577_8,8,17,170,50,2,2,2,1,1,2,50,200,2,2
r_3577_9,21,16,70,90,2,2,2,2,2,2,200,200,2,2
r_3577_10,5,15,70,130,2,1,1,2,1,1,180,50,1,2
r_3578_0,12,6,10,170,2,2,1,2,2,1,240,50,2,2
r_3578_1,10,9,190,110,2,2,2,2,1,2,200,200,1,2
r_3578_2,20,8,150,190,2,2,2,2,2,2,200,200,2,2
r_3578_3,21,11,90,150,2,2,2,2,2,1,200,200,2,1
r_3578_4,7,14,50,90,2,2,1,1,1,2,150,110,2,1
r_3578_5,0,18,110,150,2,2,2,2,2,2,200,200,2,2
r_3578_6,13,2,150,150,2,2,2,2,1,2,200,200,1,2
r_3578_7,5,16,150,170,2,2,2,2,2,2,200,200,2,2
r_3578_8,15,19,10,170,1,2,1,2,2,2,240,50,2,1
r_3578_9,4,3,50,170,1,2,1,2,2,1,200,50,2,2
r_3578_10,1,17,70,30,2,2,2,2,1,1,200,200,1,1
r_3579_0,14,1,150,190,2,2,2,2,2,2,200,200,2,2
r_3579_1,12,11,90,70,2,2,2,2,1,1,200,200,1,1
r_3579_2,0,16,110,50,2,1,2,2,2,1,200,200,2,1
r_3579_3,13,21,150,30,2,2,2,1,1,2,50,220,2,2
r_3579_4,7,8,70,30,2,1,1,1,1,1,130,170,2,2
r_3579_5,3,2,10,130,1,2,1,2,2,1,240,50,2,2
r_3579_6,18,19,170,90,2,1,2,2,2,2,200,200,2,2
r_3579_7,15,17,10,150,1,2,1,2,2,1,240,50,2,2
r_3579_8,4,6,10,130,1,2,1,2,2,1,240,50,2,2
r_3579_9,20,9,30,190,2,2,1,2,2,1,220,50,2,2
r_3579_10,5,10,30,150,1,2,1,2,2,1,220,50,2,2
r_3580_0,8,10,50,70,1,2,1,1,1,1,150,130,2,2
r_3580_1,3,4,70,10,1,1,1,1,1,1,130,190,2,2
r_3580_2,1,20,30,170,1,2,2,2,1,1,200,200,1,1
r_3580_3,21,14,190,70,2,2,2,2,2,2,200,200,2,2
r_3580_4,5,6,70,190,2,2,2,2,2,1,200,200,2,1
r_3580_5,2,19,150,130,2,2,2,2,1,1,200,200,1,1
r_3580_6,7,15,110,30,2,1,1,1,1,1,90,170,2,2
r_3580_7,9,11,30,10,2,2,1,1,2,1,170,190,1,2
r_3580_8,13,17,130,30,2,2,2,1,1,2,50,220,2,2
r_3580_9,16,18,170,90,2,2,2,1,2,2,50,160,1,2
r_3580_10,12,0,110,70,2,2,2,2,1,2,200,200,1,2
r_3581_0,18,4,130,30,2,1,2,2,1,2,200,200,1,2
r_3581_1,3,15,90,110,1,1,1,2,2,1,160,50,2,2
r_3581_2,11,17,90,30,1,2,2,1,1,1,50,220,2,1
r_3581_3,2,8,10,110,1,2,1,1,1,1,190,90,2,2
r_3581_4,19,5,110,50,2,1,2,2,2,1,200,200,2,1
r_3581_5,7,14,70,170,2,2,1,2,2,2,180,50,2,1
r_3581_6,20,13,30,30,2,1,1,1,1,1,170,170,2,2
r_3581_7,10,6,10,70,2,2,1,2,1,1,240,50,1,2
r_3581_8,16,21,50,70,1,2,1,1,1,2,150,130,2,1
r_3581_9,0,9,170,190,2,2,2,2,2,2,200,200,2,2
r_3581_10,12,1,50,30,2,1,1,1,1,1,150,170,2,2
r_3582_0,21,11,90,110,2,1,2,2,2,1,200,200,2,1
r_3582_1,13,16,10,130,1,2,1,1,1,1,190,70,2,2
r_3582_2,2,17,150,30,2,2,2,1,1,2,50,220,2,2
r_3582_3,19,12,190,30,2,2,2,2,2,2,200,200,2,2
r_3582_4,0,3,50,170,2,2,2,2,2,1,200,200,2,1
r_3582_5,8,7,30,130,1,2,1,1,1,1,170,70,2,2
r_3582_6,1,4,50,110,1,2,2,2,2,1,200,200,2,1
r_3582_7,9,6,190,50,2,1,2,2,1,2,200,200,1,2
r_3582_8,5,10,70,10,2,2,2,1,1,1,50,240,2,1
r_3582_9,15,14,130,190,1,2,2,2,2,2,200,200,2,2
r_3582_10,18,20,90,170,2,2,2,2,2,2,200,200,2,2
r_3583_0,12,7,30,190,2,2,1,2,2,1,220,50,2,2
r_3583_1,9,8,30,130,2,2,1,2,1,1,220,50,1,2
r_3583_2,16,5,50,30,1,1,1,1,1,1,150,170,2,2
r_3583_3,15,21,170,190,2,2,2,2,2,2,200,200,2,2
r_3583_4,10,6,150,190,2,2,2,2,2,1,200,200,2,1
r_3583_5,0,20,90,30,2,2,2,1,2,2,50,220,1,2
r_3583_6,3,11,10,110,1,1,1,2,2,2,240,50,2,1
r_3583_7,19,14,30,30,1,2,2,1,1,1,50,220,2,1
r_3583_8,18,1,10,50,2,1,2,2,1,1,200,200,1,1
r_3583_9,17,13,150,110,2,2,2,2,2,1,200,200,2,1
r_3583_10,2,4,10,170,1,2,1,2,2,1,240,50,2,2
r_3584_0,15,0,150,30,2,2,2,1,1,2,50,220,2,2
r_3584_1,1,3,130,190,2,2,2,2,2,1,200,200,2,1
r_3584_2,19,16,110,90,2,2,2,2,1,1,200,200,1,1
r_3584_3,12,10,90,50,2,2,2,2,2,1,200,200,2,1
r_3584_4,7,14,30,170,2,2,1,2,2,1,220,50,2,2
r_3584_5,2,13,170,190,2,2,2,2,2,2,200,200,2,2
r_3584_6,21,5,190,90,2,2,2,2,2,2,200,200,2,2
r_3584_7,11,9,50,10,1,2,2,1,2,1,50,240,1,1
r_3584_8,18,4,30,130,2,2,2,2,2,1,200,200,2,1
r_3584_9,20,17,70,10,2,1,1,1,1,1,130,190,2,2
r_3584_10,6,8,90,30,2,1,1,2,1,1,160,50,1,2
r_3585_0,0,11,110,30,2,1,2,1,2,2,50,220,1,2
r_3585_1,10,21,150,190,2,2,2,2,2,2,200,200,2,2
r_3585_2,15,12,110,150,1,2,2,2,2,2,200,200,2,2
r_3585_3,8,4,30,10,1,1,1,1,1,1,170,190,2,2
r_3585_4,19,18,50,50,1,2,2,1,1,1,50,200,2,1
r_3585_5,17,20,90,50,2,2,1,1,1,2,110,150,2,1
r_3585_6,1,13,30,110,1,2,2,2,2,1,200,200,2,1
r_3585_7,6,5,190,110,2,2,2,2,1,2,200,200,1,2
r_3585_8,7,2,110,70,2,1,1,1,1,1,90,130,2,2
r_3585_9,14,16,70,90,2,2,2,2,2,2,200,200,2,2
r_3585_10,3,9,110,130,2,2,2,2,1,1,200,200,1,1
r_3586_0,21,20,10,50,2,2,2,2,2,1,200,200,2,1
r_3586_1,4,6,150,70,2,2,2,1,1,1,50,180,2,1
r_3586_2,13,0,70,10,2,2,2,1,1,2,50,240,2,2
r_3586_3,16,19,170,110,2,2,2,2,1,2,200,200,1,2
r_3586_4,7,8,130,190,2,2,2,2,2,1,200,200,2,1
r_3586_5,2,15,70,170,1,2,2,2,2,1,200,200,2,1
r_3586_6,14,12,170,170,2,2,2,2,2,2,200,200,2,2
r_3586_7,17,3,70,30,2,1,1,1,1,1,130,170,2,2
r_3586_8,5,11,30,170,1,2,1,2,2,1,220,50,2,2
r_3586_9,10,1,130,190,2,2,2,2,2,2,200,200,2,2
r_3586_10,18,9,150,90,2,2,2,2,2,2,200,200,2,2
r_3587_0,6,0,190,190,2,2,2,2,2,2,200,200,2,2
r_3587_1,10,21,130,50,2,2,2,1,1,2,50,200,2,2
r_3587_2,18,11,70,30,2,1,2,2,1,1,200,200,1,1
r_3587_3,5,13,70,110,2,2,2,2,1,1,200,200,1,1
r_3587_4,19,20,110,10,2,2,2,2,2,2,200,200,2,2
r_3587_5,14,12,50,70,2,2,2,2,2,2,200,200,2,2
r_3587_6,3,1,190,110,2,2,2,2,1,2,200,200,1,2
r_3587_7,7,9,50,10,2,2,1,1,1,1,150,190,2,2
r_3587_8,17,4,130,90,2,2,2,1,1,2,50,160,2,2
r_3587_9,16,2,150,10,2,1,2,1,1,2,50,240,2,2
r_3587_10,8,15,190,10,2,1,2,1,1,2,50,240,2,2
r_3588_0,9,3,30,170,2,2,1,2,2,1,220,50,2,2
r_3588_1,13,4,90,150,1,2,2,2,2,1,200,200,2,1
r_3588_2,1,18,190,70,2,2,2,2,2,2,200,200,2,2
r_3588_3,5,8,110,90,2,1,1,2,1,1,140,50,1,2
r_3588_4,19,16,190,170,2,2,2,2,2,2,200,200,2,2
r_3588_5,11,21,110,30,1,2,2,1,1,2,50,220,2,2
r_3588_6,0,7,130,150,2,2,2,2,2,1,200,200,2,1
r_3588_7,15,2,170,50,2,1,2,1,1,2,50,200,2,2
r_3588_8,14,17,70,190,2,2,2,2,2,1,200,200,2,1
r_3588_9,12,10,30,130,2,2,1,2,1,1,220,50,1,2
r_3588_10,6,20,50,70,1,2,2,1,1,1,50,180,2,1
r_3589_0,20,6,50,30,2,1,1,1,1,1,150,170,2,2
r_3589_1,12,9,130,70,2,2,2,2,1,1,200,200,1,1
r_3589_2,5,15,50,70,1,2,2,1,1,1,50,180,2,1
r_3589_3,19,21,90,90,1,2,2,1,1,2,50,160,2,2
r_3589_4,10,4,30,190,2,2,1,2,2,1,220,50,2,2
r_3589_5,17,11,50,150,2,2,1,2,2,1,200,50,2,2
r_3589_6,16,0,50,30,1,2,1,1,1,2,150,170,2,1
r_3589_7,3,1,150,90,2,2,2,1,1,2,50,160,2,2
r_3589_8,18,13,10,50,2,1,2,2,1,1,200,200,1,1
r_3589_9,8,7,130,190,2,2,2,2,2,1,200,200,2,1
r_3589_10,14,2,50,50,2,1,2,2,2,1,200,200,2,1
r_3590_0,2,18,90,190,2,2,2,2,2,2,200,200,2,2
r_3590_1,5,8,170,30,2,1,2,1,1,2,50,220,2,2
r_3590_2,3,21,30,190,1,2,1,2,2,2,220,50,2,1
r_3590_3,17,12,150,170,2,2,2,2,2,2,200,200,2,2
r_3590_4,6,14,110,130,2,2,2,2,1,2,200,200,1,2
r_3590_5,20,11,10,130,2,2,1,2,2,1,240,50,2,2
r_3590_6,19,10,30,10,1,2,2,2,1,1,200,200,1,1
r_3590_7,15,13,110,30,1,1,1,1,1,1,90,170,2,2
r_3590_8,16,1,70,50,2,1,1,1,1,1,130,150,2,2
r_3590_9,7,4,50,50,2,1,1,1,1,1,150,150,2,2
r_3590_10,9,0,150,30,2,2,2,1,1,2,50,220,2,2
r_3591_0,1,3,170,70,2,1,2,2,2,2,200,200,2,2
r_3591_1,16,5,10,90,2,2,1,1,2,1,190,110,1,2
r_3591_2,15,18,70,190,2,2,2,2,2,2,200,200,2,2
r_3591_3,2,21,190,50,2,2,2,1,1,2,50,200,2,2
r_3591_4,9,19,110,130,2,2,2,2,1,1,200,200,1,1
r_3591_5,12,0,130,10,2,2,2,1,1,2,50,240,2,2
r_3591_6,8,20,170,130,2,2,2,2,1,2,200,200,1,2
r_3591_7,13,7,110,130,2,2,2,2,1,1,200,200,1,1
r_3591_8,11,14,70,110,2,2,2,2,1,2,200,200,1,2
r_3591_9,17,6,190,30,2,1,2,1,1,2,50,220,2,2
r_3591_10,4,10,170,50,2,2,2,1,1,2,50,200,2,2
r_3592_0,18,10,50,90,2,2,2,2,2,1,200,200,2,1
r_3592_1,16,8,110,50,2,1,1,1,1,1,90,150,2,2
r_3592_2,0,6,70,110,2,2,2,2,2,1,200,200,2,1
r_3592_3,7,9,110,90,2,2,2,1,1,1,50,160,2,1
r_3592_4,12,13,130,70,2,2,2,2,1,1,200,200,1,1
r_3592_5,17,4,50,110,2,2,1,2,2,1,200,50,2,2
r_3592_6,11,20,150,90,2,2,2,2,1,2,200,200,1,2
r_3592_7,19,1,190,50,2,1,2,2,2,2,200,200,2,2
r_3592_8,2,5,10,70,1,2,1,1,1,1,190,130,2,2
r_3592_9,15,3,90,130,1,2,2,1,1,1,50,120,2,1
r_3592_10,14,21,190,150,2,2,2,2,2,2,200,200,2,2
r_3593_0,16,20,90,110,2,2,1,2,1,2,160,50,1,1
r_3593_1,10,14,70,150,2,2,2,2,2,2,200,200,2,2
r_3593_2,5,4,30,70,1,2,1,1,1,1,170,130,2,2
r_3593_3,0,2,150,170,2,2,2,2,2,2,200,200,2,2
r_3593_4,6,19,130,30,2,1,1,2,1,2,120,50,1,1
r_3593_5,18,8,190,50,2,1,2,2,1,2,200,200,1,2
r_3593_6,13,7,10,30,1,2,1,1,1,1,190,170,2,2
r_3593_7,15,9,50,30,2,2,1,1,1,1,150,170,2,2
r_3593_8,11,1,70,90,2,2,2,2,1,2,200,200,1,2
r_3593_9,21,3,10,110,2,2,2,2,2,1,200,200,2,1
r_3593_10,17,12,130,110,2,2,2,2,2,1,200,200,2,1
r_3594_0,13,15,150,150,2,2,2,2,1,2,200,200,1,2
r_3594_1,21,18,10,170,2,2,2,2,2,1,200,200,2,1
r_3594_2,7,4,190,130,2,2,2,2,1,2,200,200,1,2
r_3594_3,3,1,50,10,1,2,1,1,1,1,150,190,2,2
r_3594_4,6,5,130,170,2,2,2,2,1,1,200,200,1,1
r_3594_5,9,17,50,110,2,2,2,2,1,1,200,200,1,1
r_3594_6,10,12,70,90,2,2,2,2,1,1,200,200,1,1
r_3594_7,11,8,10,10,2,1,1,2,1,1,240,50,1,2
r_3594_8,14,2,170,110,2,2,2,2,2,2,200,200,2,2
r_3594_9,19,16,150,190,2,2,2,2,2,2,200,200,2,2
r_3594_10,0,20,170,110,2,2,2,2,2,2,200,200,2,2
r_3595_0,21,9,10,50,2,2,2,2,2,2,200,200,2,2
r_3595_1,8,10,110,110,2,2,2,2,1,1,200,200,1,1
r_3595_2,20,2,130,150,2,2,2,2,2,1,200,200,2,1
r_3595_3,18,3,70,190,2,2,2,2,2,1,200,200,2,1
r_3595_4,14,1,130,50,2,1,2,2,2,2,200,200,2,2
r_3595_5,17,5,50,170,2,2,1,2,2,1,200,50,2,2
r_3595_6,19,0,10,110,1,2,2,2,2,1,200,200,2,1
r_3595_7,11,7,170,110,2,2,2,2,1,2,200,200,1,2
r_3595_8,12,6,10,30,2,1,1,1,1,1,190,170,2,2
r_3595_9,13,16,190,90,2,2,2,2,1,2,200,200,1,2
r_3595_10,4,15,130,10,2,1,2,1,1,1,50,240,2,1
r_3596_0,15,20,110,130,1,2,2,1,1,2,50,120,2,2
r_3596_1,5,6,130,110,2,2,2,2,1,1,200,200,1,1
r_3596_2,7,1,110,30,2,1,1,1,1,2,90,170,2,1
r_3596_3,0,2,70,30,2,1,2,1,2,1,50,220,1,1
r_3596_4,17,10,150,110,2,2,2,2,2,2,200,200,2,2
r_3596_5,16,12,170,130,2,2,2,2,2,2,200,200,2,2
r_3596_6,8,13,50,50,1,1,1,1,1,1,150,150,2,2
r_3596_7,11,14,70,170,2,2,2,2,2,2,200,200,2,2
r_3596_8,9,19,170,10,2,1,2,1,2,2,50,240,1,2
r_3596_9,21,3,70,10,2,1,2,2,2,1,200,200,2,1
r_3596_10,4,18,170,190,2,2,2,2,2,2,200,200,2,2
r_3597_0,19,17,130,30,2,2,2,2,2,2,200,200,2,2
r_3597_1,0,2,90,170,2,2,2,2,2,1,200,200,2,1
r_3597_2,16,20,50,70,1,2,1,1,1,1,150,130,2,2
r_3597_3,11,5,150,10,2,1,2,2,1,2,200,200,1,2
r_3597_4,7,1,110,70,2,2,2,1,1,2,50,180,2,2
