,id_1,id_2,cost_1,cost_2,message_1,message_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_3597_5,15,3,190,150,2,2,2,2,2,2,200,200,2,2
r_3597_6,10,4,90,150,2,2,2,2,2,1,200,200,2,1
r_3597_7,21,14,130,170,2,2,2,2,2,2,200,200,2,2
r_3597_8,13,9,50,30,1,2,1,1,1,1,150,170,2,2
r_3597_9,8,18,70,90,1,2,1,1,1,2,130,110,2,1
r_3597_10,6,12,10,130,1,2,1,1,1,1,190,70,2,2
r_3598_0,7,8,10,150,1,2,1,2,2,1,240,50,2,2
r_3598_1,20,0,90,90,2,2,2,2,2,2,200,200,2,2
r_3598_2,9,10,90,110,2,2,2,2,1,1,200,200,1,1
r_3598_3,16,21,70,70,2,2,1,1,2,2,130,130,1,1
r_3598_4,4,13,170,190,2,2,2,2,2,2,200,200,2,2
r_3598_5,3,18,50,10,1,2,1,1,1,1,150,190,2,2
r_3598_6,14,12,150,170,2,2,2,2,2,2,200,200,2,2
r_3598_7,6,15,90,150,2,2,2,2,1,1,200,200,1,1
r_3598_8,5,19,150,170,2,2,2,2,2,1,200,200,2,1
r_3598_9,1,2,50,70,1,1,1,1,1,1,150,130,2,2
r_3598_10,17,11,10,50,1,1,1,1,1,2,190,150,2,1
r_3599_0,14,5,10,10,2,1,2,2,2,1,200,200,2,1
r_3599_1,3,11,90,170,1,2,1,2,2,1,160,50,2,2
r_3599_2,4,0,10,110,1,2,1,2,1,1,240,50,1,2
r_3599_3,9,13,10,130,2,2,1,2,1,1,240,50,1,2
r_3599_4,6,19,30,10,1,1,1,1,1,1,170,190,2,2
r_3599_5,20,8,130,30,2,1,1,1,1,1,70,170,2,2
r_3599_6,17,10,150,10,2,2,2,1,1,2,50,240,2,2
r_3599_7,18,21,190,110,2,2,2,2,2,2,200,200,2,2
r_3599_8,16,7,70,110,2,2,1,2,1,1,180,50,1,2
r_3599_9,2,15,170,90,2,1,2,2,1,2,200,200,1,2
r_3599_10,1,12,130,130,2,2,2,2,2,1,200,200,2,1
r_3600_0,10,3,130,70,2,1,2,2,1,2,200,200,1,2
r_3600_1,20,19,110,130,2,2,2,2,2,1,200,200,2,1
r_3600_2,0,21,190,170,2,2,2,2,2,2,200,200,2,2
r_3600_3,7,2,190,10,2,1,2,1,1,2,50,240,2,2
r_3600_4,16,5,30,30,1,1,1,1,1,1,170,170,2,2
r_3600_5,18,15,150,30,2,1,2,2,1,2,200,200,1,2
r_3600_6,4,8,130,150,2,2,2,2,2,1,200,200,2,1
r_3600_7,6,9,70,110,2,2,2,2,1,1,200,200,1,1
r_3600_8,11,14,170,150,2,2,2,2,2,2,200,200,2,2
r_3600_9,13,1,150,30,2,1,2,1,1,2,50,220,2,2
r_3600_10,12,17,170,90,2,2,2,2,1,2,200,200,1,2
r_3601_0,20,12,10,130,2,2,1,2,2,1,240,50,2,2
r_3601_1,14,2,10,10,2,1,2,2,2,1,200,200,2,1
r_3601_2,21,8,70,30,2,1,2,2,2,1,200,200,2,1
r_3601_3,1,4,150,190,2,2,2,2,2,2,200,200,2,2
r_3601_4,16,17,50,10,1,1,1,1,1,1,150,190,2,2
r_3601_5,13,11,50,170,1,2,1,2,2,1,200,50,2,2
r_3601_6,15,18,70,110,2,2,2,2,1,2,200,200,1,2
r_3601_7,19,5,30,190,1,2,2,2,2,1,200,200,2,1
r_3601_8,7,6,150,10,2,1,2,1,1,2,50,240,2,2
r_3601_9,0,10,30,50,2,2,1,2,2,1,220,50,2,2
r_3601_10,3,9,170,50,2,2,2,1,1,2,50,200,2,2
r_3602_0,14,7,150,10,2,1,2,2,2,2,200,200,2,2
r_3602_1,6,18,190,50,2,2,2,2,2,2,200,200,2,2
r_3602_2,21,8,50,110,2,2,2,2,2,1,200,200,2,1
r_3602_3,20,17,190,90,2,2,2,2,2,2,200,200,2,2
r_3602_4,19,2,130,190,2,2,2,2,2,1,200,200,2,1
r_3602_5,3,12,130,190,2,2,2,2,2,1,200,200,2,1
r_3602_6,11,9,130,30,2,2,2,2,1,1,200,200,1,1
r_3602_7,15,0,50,130,2,2,1,2,1,2,200,50,1,1
r_3602_8,16,5,110,90,2,2,2,1,2,1,50,160,1,1
r_3602_9,1,10,70,170,2,2,2,2,2,1,200,200,2,1
r_3602_10,4,13,170,190,2,2,2,2,2,2,200,200,2,2
r_3603_0,0,9,130,90,2,2,2,2,2,1,200,200,2,1
r_3603_1,5,12,10,150,1,2,1,2,2,1,240,50,2,2
r_3603_2,8,15,190,170,2,2,2,2,2,2,200,200,2,2
r_3603_3,2,13,50,10,1,1,1,1,1,1,150,190,2,2
r_3603_4,6,7,70,150,2,2,2,2,1,1,200,200,1,1
r_3603_5,1,20,130,70,2,2,2,2,2,2,200,200,2,2
r_3603_6,19,18,30,90,1,2,2,1,1,1,50,160,2,1
r_3603_7,16,11,50,130,1,2,1,1,1,1,150,70,2,2
r_3603_8,17,10,150,90,2,2,2,1,1,2,50,160,2,2
r_3603_9,3,14,170,50,2,2,2,1,1,2,50,200,2,2
r_3603_10,4,21,110,30,2,2,2,1,1,2,50,220,2,2
r_3604_0,8,11,10,130,1,2,1,1,1,1,190,70,2,2
r_3604_1,17,12,190,70,2,2,2,1,1,2,50,180,2,2
r_3604_2,14,16,150,190,2,2,2,2,2,2,200,200,2,2
r_3604_3,13,9,110,170,2,2,2,2,2,1,200,200,2,1
r_3604_4,19,7,90,90,1,2,2,1,1,1,50,160,2,1
r_3604_5,1,3,50,70,1,1,1,1,1,1,150,130,2,2
r_3604_6,2,20,70,150,1,2,2,2,2,2,200,200,2,2
r_3604_7,6,10,150,170,2,2,2,2,1,2,200,200,1,2
r_3604_8,0,18,90,190,2,2,2,2,2,2,200,200,2,2
r_3604_9,15,21,10,110,1,2,1,1,1,2,190,90,2,1
r_3604_10,4,5,170,30,2,1,2,1,1,2,50,220,2,2
r_3605_0,12,0,150,170,2,2,2,2,2,2,200,200,2,2
r_3605_1,1,14,190,70,2,2,2,2,2,2,200,200,2,2
r_3605_2,6,10,170,50,2,2,2,2,2,2,200,200,2,2
r_3605_3,20,11,110,90,2,1,1,2,2,2,140,50,2,1
r_3605_4,3,7,150,10,2,1,2,1,1,2,50,240,2,2
r_3605_5,17,8,50,10,2,1,1,1,1,1,150,190,2,2
r_3605_6,9,5,50,130,2,2,2,2,1,1,200,200,1,1
r_3605_7,16,19,170,90,2,1,2,1,2,2,50,160,1,2
r_3605_8,2,4,170,90,2,2,2,2,1,2,200,200,1,2
r_3605_9,15,18,130,150,1,2,2,2,2,2,200,200,2,2
r_3605_10,21,13,110,30,2,1,2,2,2,1,200,200,2,1
r_3606_0,10,20,150,110,2,2,2,2,1,2,200,200,1,2
r_3606_1,3,15,150,190,2,2,2,2,2,2,200,200,2,2
r_3606_2,19,11,150,50,2,1,2,2,2,2,200,200,2,2
r_3606_3,7,18,130,50,2,2,2,1,1,2,50,200,2,2
r_3606_4,5,13,190,110,2,2,2,2,1,2,200,200,1,2
r_3606_5,2,16,10,150,1,2,1,2,2,1,240,50,2,2
r_3606_6,9,8,150,70,2,1,2,2,1,1,200,200,1,1
r_3606_7,0,4,130,90,2,2,2,2,2,2,200,200,2,2
r_3606_8,6,12,90,30,2,2,2,2,1,1,200,200,1,1
r_3606_9,1,17,170,10,2,1,2,1,2,2,50,240,1,2
r_3606_10,14,21,90,190,2,2,2,2,2,2,200,200,2,2
r_3607_0,8,2,10,70,1,1,1,1,1,1,190,130,2,2
r_3607_1,6,16,110,170,2,2,2,2,1,1,200,200,1,1
r_3607_2,4,1,150,70,2,2,2,1,1,2,50,180,2,2
r_3607_3,21,0,50,50,2,2,2,2,2,2,200,200,2,2
r_3607_4,15,12,150,10,2,2,2,1,1,2,50,240,2,2
r_3607_5,11,20,150,50,2,2,2,2,1,2,200,200,1,2
r_3607_6,10,18,190,130,2,2,2,2,1,2,200,200,1,2
r_3607_7,17,13,110,130,2,2,2,2,2,1,200,200,2,1
r_3607_8,14,19,30,110,2,2,2,2,2,2,200,200,2,2
r_3607_9,3,7,30,90,1,2,1,1,1,1,170,110,2,2
r_3607_10,9,5,30,90,2,2,1,2,1,1,220,50,1,2
r_3608_0,2,21,10,50,1,2,1,1,1,2,190,150,2,1
r_3608_1,6,5,150,10,2,1,2,1,1,2,50,240,2,2
r_3608_2,16,9,90,110,2,2,1,2,1,1,160,50,1,2
r_3608_3,13,15,70,150,2,2,2,2,1,1,200,200,1,1
r_3608_4,19,7,90,110,1,2,2,2,2,1,200,200,2,1
r_3608_5,10,14,110,190,2,2,2,2,2,2,200,200,2,2
r_3608_6,12,4,70,170,2,2,2,2,2,1,200,200,2,1
r_3608_7,17,11,130,30,2,1,1,1,1,2,70,170,2,1
r_3608_8,8,18,110,90,2,2,2,2,1,2,200,200,1,2
r_3608_9,20,1,110,30,2,1,1,1,1,2,90,170,2,1
r_3608_10,3,0,190,10,2,2,2,1,1,2,50,240,2,2
r_3609_0,11,10,90,150,1,2,2,2,2,1,200,200,2,1
r_3609_1,4,16,110,70,2,2,2,1,1,1,50,180,2,1
r_3609_2,2,19,30,110,1,2,1,1,1,2,170,90,2,1
r_3609_3,18,9,50,30,2,2,2,2,1,1,200,200,1,1
r_3609_4,5,6,150,70,2,2,2,2,1,1,200,200,1,1
r_3609_5,14,3,90,50,2,1,2,2,2,1,200,200,2,1
r_3609_6,13,7,170,50,2,2,2,1,1,2,50,200,2,2
r_3609_7,0,8,30,130,2,2,1,2,2,1,220,50,2,2
r_3609_8,21,1,110,190,2,2,2,2,2,2,200,200,2,2
r_3609_9,15,17,70,150,2,2,2,2,2,1,200,200,2,1
r_3609_10,20,12,110,30,2,2,2,1,1,2,50,220,2,2
r_3610_0,4,16,30,150,1,2,1,2,2,1,220,50,2,2
r_3610_1,17,8,190,90,2,1,2,1,1,2,50,160,2,2
r_3610_2,14,21,150,130,2,2,2,2,2,2,200,200,2,2
r_3610_3,9,12,70,10,2,2,2,1,2,1,50,240,1,1
r_3610_4,3,6,150,30,2,1,2,1,1,2,50,220,2,2
r_3610_5,5,18,150,150,2,2,2,2,2,2,200,200,2,2
r_3610_6,19,15,110,90,2,1,2,2,1,1,200,200,1,1
r_3610_7,0,10,50,190,2,2,2,2,2,1,200,200,2,1
r_3610_8,2,7,10,70,1,2,1,1,1,1,190,130,2,2
r_3610_9,1,13,30,10,1,1,1,1,1,1,170,190,2,2
r_3610_10,20,11,70,90,2,1,1,2,2,1,180,50,2,2
r_3611_0,2,17,30,150,1,2,1,2,2,1,220,50,2,2
r_3611_1,10,1,10,90,2,2,1,2,1,2,240,50,1,1
r_3611_2,13,20,70,110,2,2,2,2,1,2,200,200,1,2
r_3611_3,5,6,170,90,2,2,2,2,1,1,200,200,1,1
r_3611_4,0,21,30,150,2,2,1,2,2,2,220,50,2,1
r_3611_5,4,3,170,10,2,1,2,1,1,2,50,240,2,2
r_3611_6,14,16,30,170,2,2,2,2,2,1,200,200,2,1
r_3611_7,11,7,130,30,2,2,2,2,1,1,200,200,1,1
r_3611_8,15,8,30,90,1,1,1,1,1,1,170,110,2,2
r_3611_9,9,18,50,170,2,2,2,2,2,1,200,200,2,1
r_3611_10,19,12,90,70,1,2,2,1,2,1,50,180,1,1
r_3612_0,12,21,150,90,2,2,2,2,1,2,200,200,1,2
r_3612_1,19,6,50,170,1,2,2,2,2,2,200,200,2,2
r_3612_2,11,17,170,30,2,2,2,2,1,2,200,200,1,2
r_3612_3,2,13,70,10,1,1,1,1,1,1,130,190,2,2
r_3612_4,4,5,150,90,2,2,2,2,1,2,200,200,1,2
r_3612_5,20,15,130,10,2,1,1,1,1,1,70,190,2,2
r_3612_6,10,14,90,90,2,2,2,2,1,2,200,200,1,2
r_3612_7,8,9,30,170,1,2,1,2,2,1,220,50,2,2
r_3612_8,18,3,130,90,2,1,2,2,2,2,200,200,2,2
r_3612_9,0,7,170,150,2,2,2,2,2,2,200,200,2,2
r_3612_10,1,16,190,170,2,2,2,2,2,2,200,200,2,2
r_3613_0,11,18,170,110,2,2,2,2,1,2,200,200,1,2
r_3613_1,13,19,150,50,2,1,2,1,1,2,50,200,2,2
r_3613_2,1,2,50,10,1,1,1,1,1,1,150,190,2,2
r_3613_3,12,10,90,170,2,2,2,2,2,1,200,200,2,1
r_3613_4,7,15,30,150,2,2,1,2,2,1,220,50,2,2
r_3613_5,14,16,150,30,2,1,2,2,1,2,200,200,1,2
r_3613_6,21,4,190,190,2,2,2,2,2,2,200,200,2,2
r_3613_7,17,8,30,10,2,1,1,1,1,1,170,190,2,2
r_3613_8,20,0,30,150,2,2,1,2,2,2,220,50,2,1
r_3613_9,6,3,110,30,2,1,1,2,1,2,140,50,1,1
r_3613_10,9,5,30,190,2,2,1,2,2,1,220,50,2,2
r_3614_0,3,7,30,190,1,2,1,2,2,1,220,50,2,2
r_3614_1,8,10,50,10,1,2,1,1,1,1,150,190,2,2
r_3614_2,11,17,190,30,2,2,2,2,1,2,200,200,1,2
r_3614_3,21,15,130,170,2,2,2,2,2,1,200,200,2,1
r_3614_4,19,14,90,70,1,2,2,1,2,2,50,180,1,2
r_3614_5,2,0,130,70,2,2,2,2,1,2,200,200,1,2
r_3614_6,18,1,70,150,2,2,2,2,2,2,200,200,2,2
r_3614_7,9,12,30,10,2,2,1,1,2,1,170,190,1,2
r_3614_8,16,20,30,110,1,2,1,1,1,1,170,90,2,2
r_3614_9,4,5,90,30,2,1,1,1,1,1,110,170,2,2
r_3614_10,6,13,150,110,2,2,2,2,1,1,200,200,1,1
r_3615_0,17,15,130,90,2,1,1,1,1,1,70,110,2,2
r_3615_1,8,0,70,150,1,2,1,2,1,2,180,50,1,1
r_3615_2,9,16,130,90,2,2,2,2,1,2,200,200,1,2
r_3615_3,10,5,70,70,2,2,2,2,1,1,200,200,1,1
r_3615_4,19,21,130,130,2,2,2,2,1,2,200,200,1,2
r_3615_5,20,4,50,190,2,2,1,2,2,1,200,50,2,2
r_3615_6,6,13,130,50,2,1,1,2,2,1,120,50,2,2
r_3615_7,12,14,90,10,2,2,2,1,1,2,50,240,2,2
r_3615_8,11,1,170,10,2,2,2,2,1,2,200,200,1,2
r_3615_9,3,2,130,150,2,2,2,2,2,1,200,200,2,1
r_3615_10,18,7,30,170,2,2,2,2,2,1,200,200,2,1
r_3616_0,17,6,170,30,2,1,2,1,1,2,50,220,2,2
r_3616_1,15,11,170,10,2,2,2,1,1,2,50,240,2,2
r_3616_2,9,2,130,190,2,2,2,2,2,1,200,200,2,1
r_3616_3,21,8,170,170,2,2,2,2,2,2,200,200,2,2
r_3616_4,3,1,150,50,2,1,2,1,1,2,50,200,2,2
r_3616_5,19,5,90,30,1,1,1,1,1,1,110,170,2,2
r_3616_6,13,20,90,30,1,2,2,1,1,2,50,220,2,2
r_3616_7,12,7,150,190,2,2,2,2,2,2,200,200,2,2
r_3616_8,10,14,30,50,2,2,1,1,1,1,170,150,2,2
r_3616_9,18,4,10,190,2,2,2,2,2,1,200,200,2,1
r_3616_10,0,16,150,110,2,2,2,2,2,2,200,200,2,2
r_3617_0,19,9,130,190,2,2,2,2,2,1,200,200,2,1
r_3617_1,16,15,170,70,2,2,2,1,2,2,50,180,1,2
r_3617_2,6,10,10,110,1,2,1,1,1,1,190,90,2,2
r_3617_3,14,7,110,70,2,2,2,2,2,1,200,200,2,1
r_3617_4,11,5,10,190,2,2,2,2,2,1,200,200,2,1
r_3617_5,4,3,70,190,2,2,1,2,2,1,180,50,2,2
r_3617_6,8,18,50,170,1,2,1,2,2,1,200,50,2,2
r_3617_7,20,2,10,130,2,2,1,2,2,1,240,50,2,2
r_3617_8,13,1,150,30,2,1,2,1,1,2,50,220,2,2
r_3617_9,12,21,30,170,2,2,1,2,2,2,220,50,2,1
r_3617_10,17,0,50,10,2,2,1,1,1,2,150,190,2,1
r_3618_0,4,10,30,90,1,2,1,1,1,1,170,110,2,2
r_3618_1,6,8,90,190,2,2,2,2,2,1,200,200,2,1
r_3618_2,13,7,90,130,1,2,2,1,1,1,50,120,2,1
r_3618_3,18,3,90,90,2,1,2,2,2,1,200,200,2,1
r_3618_4,2,15,30,90,1,1,1,1,1,1,170,110,2,2
r_3618_5,19,9,150,70,2,2,2,2,1,2,200,200,1,2
r_3618_6,12,14,170,10,2,2,2,1,1,2,50,240,2,2
r_3618_7,11,0,50,150,1,2,2,2,2,2,200,200,2,2
r_3618_8,17,21,150,150,2,2,2,2,2,2,200,200,2,2
r_3618_9,20,16,130,50,2,1,1,1,1,1,70,150,2,2
r_3618_10,1,5,170,10,2,1,2,1,2,2,50,240,1,2
r_3619_0,4,10,110,190,2,2,2,2,2,1,200,200,2,1
r_3619_1,14,7,170,130,2,2,2,2,2,2,200,200,2,2
r_3619_2,16,15,10,110,2,1,1,2,1,1,240,50,1,2
r_3619_3,1,9,150,110,2,2,2,2,2,2,200,200,2,2
r_3619_4,3,19,50,130,1,2,1,2,2,2,200,50,2,1
r_3619_5,0,13,50,110,2,2,2,2,2,1,200,200,2,1
r_3619_6,18,6,90,50,2,1,2,2,1,1,200,200,1,1
r_3619_7,20,2,50,150,2,2,1,2,2,1,200,50,2,2
r_3619_8,5,17,170,130,2,2,2,2,1,2,200,200,1,2
r_3619_9,12,21,90,190,2,2,2,2,2,2,200,200,2,2
r_3619_10,11,8,150,50,2,1,2,2,1,1,200,200,1,1
r_3620_0,4,13,50,70,1,2,1,1,1,1,150,130,2,2
r_3620_1,7,10,50,190,2,2,1,2,2,1,200,50,2,2
r_3620_2,15,3,170,90,2,1,2,2,1,2,200,200,1,2
r_3620_3,8,12,30,170,1,2,1,2,2,1,220,50,2,2
r_3620_4,21,2,30,50,2,1,1,2,2,1,220,50,2,2
r_3620_5,6,11,170,50,2,1,2,2,2,2,200,200,2,2
r_3620_6,16,20,30,170,1,2,1,2,2,1,220,50,2,2
r_3620_7,14,17,190,190,2,2,2,2,2,2,200,200,2,2
r_3620_8,1,19,70,190,2,2,2,2,2,1,200,200,2,1
r_3620_9,9,0,110,130,2,2,2,2,1,2,200,200,1,2
r_3620_10,5,18,70,110,2,2,2,2,1,2,200,200,1,2
r_3621_0,19,8,190,50,2,1,2,2,2,2,200,200,2,2
r_3621_1,9,17,130,190,2,2,2,2,2,2,200,200,2,2
r_3621_2,7,4,130,170,2,2,2,2,2,2,200,200,2,2
r_3621_3,14,12,110,50,2,2,2,2,2,2,200,200,2,2
r_3621_4,1,15,170,190,2,2,2,2,2,2,200,200,2,2
r_3621_5,21,10,110,50,2,2,2,2,2,1,200,200,2,1
r_3621_6,16,5,70,130,2,2,1,2,2,1,180,50,2,2
r_3621_7,18,20,70,90,2,2,2,2,2,2,200,200,2,2
r_3621_8,11,3,30,110,1,2,2,2,2,1,200,200,2,1
r_3621_9,13,0,150,130,2,2,2,2,1,2,200,200,1,2
r_3621_10,6,2,150,130,2,2,2,2,1,2,200,200,1,2
r_3622_0,9,11,130,110,2,1,1,2,1,2,120,50,1,1
r_3622_1,5,8,190,170,2,2,2,2,2,2,200,200,2,2
r_3622_2,0,14,50,30,2,2,2,1,2,2,50,220,1,2
r_3622_3,17,20,70,10,2,2,1,1,1,2,130,190,2,1
r_3622_4,15,13,50,110,2,2,1,2,1,1,200,50,1,2
r_3622_5,21,10,150,10,2,2,2,2,2,2,200,200,2,2
r_3622_6,3,19,30,110,1,2,1,2,2,2,220,50,2,1
r_3622_7,7,18,10,70,1,2,1,1,1,1,190,130,2,2
r_3622_8,16,6,170,70,2,2,2,1,2,1,50,180,1,1
r_3622_9,1,4,70,90,2,2,2,2,2,1,200,200,2,1
r_3622_10,12,2,10,30,2,1,1,1,1,1,190,170,2,2
r_3623_0,1,9,170,30,2,2,2,2,1,2,200,200,1,2
r_3623_1,2,4,90,50,2,1,1,1,1,1,110,150,2,2
r_3623_2,7,13,10,150,1,2,1,2,2,1,240,50,2,2
r_3623_3,10,15,70,70,2,2,2,2,1,1,200,200,1,1
r_3623_4,19,16,130,70,2,2,2,2,1,2,200,200,1,2
r_3623_5,3,0,10,50,1,2,1,1,1,1,190,150,2,2
r_3623_6,18,8,190,190,2,2,2,2,2,2,200,200,2,2
r_3623_7,12,17,10,110,2,2,1,2,2,1,240,50,2,2
r_3623_8,21,20,110,70,2,2,2,2,2,2,200,200,2,2
r_3623_9,11,6,50,70,1,2,2,1,1,2,50,180,2,2
r_3623_10,14,5,50,150,2,2,2,2,2,1,200,200,2,1
r_3624_0,1,11,10,30,2,1,1,2,1,2,240,50,1,1
r_3624_1,19,15,30,190,1,2,2,2,2,1,200,200,2,1
r_3624_2,10,13,190,190,2,2,2,2,2,2,200,200,2,2
r_3624_3,18,9,150,10,2,2,2,2,1,2,200,200,1,2
r_3624_4,5,2,70,10,2,1,1,1,1,1,130,190,2,2
r_3624_5,17,16,190,10,2,2,2,1,1,2,50,240,2,2
r_3624_6,8,14,190,90,2,2,2,2,1,2,200,200,1,2
r_3624_7,12,6,30,170,2,2,1,2,2,1,220,50,2,2
r_3624_8,4,21,130,190,2,2,2,2,2,2,200,200,2,2
r_3624_9,0,3,150,90,2,1,2,2,2,2,200,200,2,2
r_3624_10,20,7,170,90,2,2,2,2,2,2,200,200,2,2
r_3625_0,1,20,130,150,2,2,2,2,2,2,200,200,2,2
r_3625_1,4,11,50,70,1,2,1,1,1,1,150,130,2,2
r_3625_2,21,15,170,10,2,1,2,2,2,2,200,200,2,2
r_3625_3,6,8,170,190,2,2,2,2,2,2,200,200,2,2
r_3625_4,16,17,70,10,2,1,1,1,1,1,130,190,2,2
r_3625_5,3,19,150,110,2,2,2,2,1,1,200,200,1,1
r_3625_6,0,9,50,130,2,2,2,2,2,1,200,200,2,1
r_3625_7,7,18,110,190,2,2,2,2,2,2,200,200,2,2
r_3625_8,2,14,50,190,1,2,1,2,2,2,200,50,2,1
r_3625_9,13,5,70,130,2,2,2,2,1,1,200,200,1,1
r_3625_10,10,12,10,170,2,2,1,2,2,1,240,50,2,2
r_3626_0,17,4,110,70,2,2,2,1,1,2,50,180,2,2
r_3626_1,6,18,90,110,2,2,2,2,1,2,200,200,1,2
r_3626_2,0,10,70,110,2,2,2,2,2,1,200,200,2,1
r_3626_3,13,21,110,130,2,2,2,2,1,2,200,200,1,2
r_3626_4,8,14,110,110,2,2,2,2,1,2,200,200,1,2
r_3626_5,19,3,150,50,2,1,2,2,2,2,200,200,2,2
r_3626_6,1,11,130,30,2,1,2,2,1,2,200,200,1,2
r_3626_7,5,15,190,50,2,2,2,2,1,2,200,200,1,2
r_3626_8,2,9,110,70,2,2,2,2,1,1,200,200,1,1
r_3626_9,12,16,130,90,2,2,2,2,1,2,200,200,1,2
r_3626_10,20,7,110,190,2,2,2,2,2,1,200,200,2,1
r_3627_0,14,18,110,170,2,2,2,2,2,2,200,200,2,2
r_3627_1,3,11,70,110,1,1,1,2,2,1,180,50,2,2
r_3627_2,8,20,10,30,1,2,1,1,1,1,190,170,2,2
r_3627_3,9,10,70,130,2,2,2,2,1,1,200,200,1,1
r_3627_4,16,4,10,130,2,2,1,2,2,1,240,50,2,2
r_3627_5,5,7,30,110,1,2,1,1,1,1,170,90,2,2
r_3627_6,21,17,130,50,2,2,2,2,2,2,200,200,2,2
r_3627_7,0,12,150,90,2,2,2,2,2,2,200,200,2,2
r_3627_8,19,15,170,50,2,2,2,2,2,2,200,200,2,2
r_3627_9,1,2,90,130,2,2,2,2,2,1,200,200,2,1
r_3627_10,6,13,90,10,2,1,1,1,1,1,110,190,2,2
r_3628_0,1,14,130,90,2,2,2,2,2,2,200,200,2,2
r_3628_1,16,13,30,30,1,1,1,1,1,1,170,170,2,2
r_3628_2,11,10,130,90,2,2,2,2,1,1,200,200,1,1
r_3628_3,7,15,90,190,2,2,1,2,2,1,160,50,2,2
r_3628_4,20,21,190,110,2,2,2,2,2,2,200,200,2,2
r_3628_5,17,0,190,150,2,2,2,2,2,2,200,200,2,2
r_3628_6,3,2,110,10,2,1,2,1,1,1,50,240,2,1
r_3628_7,12,8,130,10,2,1,1,1,1,1,70,190,2,2
r_3628_8,19,9,90,170,1,2,2,2,2,1,200,200,2,1
r_3628_9,5,4,150,30,2,1,2,1,1,2,50,220,2,2
r_3628_10,6,18,10,90,1,2,1,1,1,1,190,110,2,2
r_3629_0,17,10,190,110,2,2,2,2,2,2,200,200,2,2
r_3629_1,9,8,70,50,2,1,1,2,1,1,180,50,1,2
r_3629_2,21,2,190,70,2,1,2,2,2,2,200,200,2,2
r_3629_3,20,16,170,50,2,1,2,1,1,2,50,200,2,2
r_3629_4,4,6,10,110,1,2,1,2,1,1,240,50,1,2
r_3629_5,5,14,50,90,1,2,2,1,1,2,50,160,2,2
r_3629_6,19,18,10,190,1,2,2,2,2,1,200,200,2,1
r_3629_7,3,0,70,110,1,2,1,2,2,2,180,50,2,1
r_3629_8,12,15,10,150,2,2,1,2,2,1,240,50,2,2
r_3629_9,7,11,150,30,2,1,2,1,1,2,50,220,2,2
r_3629_10,1,13,150,90,2,1,2,2,2,2,200,200,2,2
r_3630_0,12,13,110,50,2,1,1,2,2,1,140,50,2,2
r_3630_1,9,0,70,50,2,2,2,2,1,2,200,200,1,2
r_3630_2,17,15,190,10,2,1,2,1,1,2,50,240,2,2
r_3630_3,7,1,70,170,2,2,1,2,2,2,180,50,2,1
r_3630_4,6,4,30,30,1,1,1,1,1,1,170,170,2,2
r_3630_5,21,5,70,170,2,2,2,2,2,1,200,200,2,1
r_3630_6,19,8,130,190,2,2,2,2,2,1,200,200,2,1
r_3630_7,18,11,90,90,2,1,2,2,2,1,200,200,2,1
r_3630_8,16,10,150,10,2,2,2,1,1,2,50,240,2,2
r_3630_9,20,14,110,130,2,2,2,2,2,2,200,200,2,2
r_3630_10,2,3,30,190,1,2,1,2,2,1,220,50,2,2
r_3631_0,15,17,190,130,2,2,2,2,1,2,200,200,1,2
r_3631_1,0,20,170,170,2,2,2,2,2,2,200,200,2,2
r_3631_2,10,18,110,90,2,2,2,2,1,2,200,200,1,2
r_3631_3,9,7,30,70,2,2,1,2,1,1,220,50,1,2
r_3631_4,16,11,50,110,1,1,1,1,1,1,150,90,2,2
r_3631_5,2,6,10,110,1,2,1,1,1,1,190,90,2,2
r_3631_6,1,12,170,190,2,2,2,2,2,2,200,200,2,2
r_3631_7,21,5,170,110,2,2,2,2,2,2,200,200,2,2
r_3631_8,4,19,30,70,1,1,1,1,1,1,170,130,2,2
r_3631_9,13,14,90,130,1,2,2,1,1,2,50,120,2,2
r_3631_10,8,3,170,110,2,2,2,2,1,2,200,200,1,2
r_3632_0,17,3,50,190,2,2,1,2,2,1,200,50,2,2
r_3632_1,7,5,50,50,2,1,1,1,1,1,150,150,2,2
r_3632_2,2,8,90,130,2,2,2,2,1,1,200,200,1,1
r_3632_3,4,20,150,50,2,2,2,1,1,2,50,200,2,2
r_3632_4,13,10,170,110,2,2,2,2,1,2,200,200,1,2
r_3632_5,19,14,50,70,1,2,2,1,2,2,50,180,1,2
r_3632_6,15,18,110,70,1,2,2,1,1,2,50,180,2,2
r_3632_7,9,1,130,90,2,2,2,2,1,2,200,200,1,2
r_3632_8,12,21,10,130,2,2,1,2,1,2,240,50,1,1
r_3632_9,11,6,170,30,2,1,2,2,1,2,200,200,1,2
r_3632_10,16,0,10,30,2,2,1,1,1,1,190,170,2,2
r_3633_0,8,15,130,110,2,1,1,2,1,1,120,50,1,2
r_3633_1,21,6,130,190,2,2,2,2,2,1,200,200,2,1
r_3633_2,11,16,130,70,2,2,2,2,2,2,200,200,2,2
r_3633_3,5,12,110,150,2,2,2,2,2,2,200,200,2,2
r_3633_4,20,9,50,70,2,2,1,2,2,1,200,50,2,2
r_3633_5,3,1,70,10,1,2,1,1,1,2,130,190,2,1
